FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170519;0000;15;;;
170520;0000;18;;;
170521;0000;22;;;
170522;0000;;;;
170523;0000;61;;;
170524;0000;46;;;
170525;0000;8;;;
170526;0000;15;;;
170527;0000;19;;;
170528;0000;28;;;
170529;0000;49;;;
170530;0000;56;;;
170531;0000;33;;;
170601;0000;37;;;
170602;0000;35;;;
170603;0000;42;;;
170604;0000;37;;;
170605;0000;39;;;
170606;0000;28;;;
170607;0000;25;;;
170608;0000;20;;;
170609;0000;31;;;
170610;0000;25;;;
170611;0000;24;;;
170612;0000;27;;;
170613;0000;59;;;
170614;0000;50;;;
170615;0000;34;;;
170616;0000;11;;;
170617;0000;6;;;
170618;0000;17;;;
170619;0000;10;;;
170620;0000;19;;;
170621;0000;29;;;
170622;0000;17;;;
170623;0000;19;;;
170624;0000;16;;;
170625;0000;13;;;
170626;0000;12;;;
170627;0000;17;;;
170628;0000;19;;;
170629;0000;22;;;
170630;0000;23;;;
170701;0000;12;;;
170702;0000;26;;;
170703;0000;38;;;
170704;0000;12;;;
170705;0000;20;;;
170706;0000;27;;;
170707;0000;20;;;
170708;0000;28;;;
170709;0000;40;;;
170710;0000;51;;;
170711;0000;20;;;
170712;0000;28;;;
170713;0000;22;;;
170714;0000;18;;;
170715;0000;;;;
170716;0000;;;;
170717;0000;;;;
170718;0000;;;;
170719;0000;19;;;
170720;0000;21;;;
170721;0000;25;;;
170722;0000;30;;;
170723;0000;33;;;
170724;0000;34;;;
170725;0000;31;;;
170726;0000;25;;;
170727;0000;38;;;
170728;0000;53;;;
170729;0000;50;;;
170730;0000;53;;;
170731;0000;47;;;
170801;0000;32;;;
170802;0000;25;;;
170803;0000;17;;;
170804;0000;52;;;
170805;0000;60;;;
170806;0000;49;;;
170807;0000;43;;;
170808;0000;34;;;
170809;0000;27;;;
170810;0000;10;;;
170811;0000;6;;;
170812;0000;12;;;
170813;0000;18;;;
170814;0000;14;;;
170815;0000;27;;;
170816;0000;30;;;
170817;0000;29;;;
170818;0000;32;;;
170819;0000;16;;;
170820;0000;16;;;
170821;0000;19;;;
170822;0000;23;;;
170823;0000;25;;;
170824;0000;22;;;
170825;0000;20;;;
170826;0000;31;;;
170827;0000;25;;;
170828;0000;11;;;
170829;0000;10;;;
170830;0000;28;;;
170831;0000;25;;;
170901;0000;29;;;
170902;0000;23;;;
170903;0000;12;;;
170904;0000;14;;;
170905;0000;22;;;
170906;0000;31;;;
170907;0000;30;;;
170908;0000;19;;;
170909;0000;30;;;
170910;0000;8;;;
170911;0000;;;;
170912;0000;;;;
170913;0000;;;;
170914;0000;;;;
170915;0000;;;;
170916;0000;13;;;
170917;0000;24;;;
170918;0000;39;;;
170919;0000;16;;;
170920;0000;16;;;
170921;0000;19;;;
170922;0000;22;;;
170923;0000;16;;;
170924;0000;18;;;
170925;0000;19;;;
170926;0000;27;;;
170927;0000;33;;;
170928;0000;35;;;
170929;0000;34;;;
170930;0000;15;;;
171001;0000;7;;;
171002;0000;16;;;
171003;0000;12;;;
171004;0000;11;;;
171005;0000;7;;;
171006;0000;16;;;
171007;0000;16;;;
171008;0000;12;;;
171009;0000;15;;;
171010;0000;9;;;
171011;0000;10;;;
171012;0000;8;;;
171013;0000;13;;;
171014;0000;15;;;
171015;0000;17;;;
171016;0000;18;;;
171017;0000;20;;;
171018;0000;21;;;
171019;0000;19;;;
171020;0000;23;;;
171021;0000;22;;;
171022;0000;13;;;
171023;0000;10;;;
171024;0000;10;;;
171025;0000;15;;;
171026;0000;16;;;
171027;0000;17;;;
171028;0000;10;;;
171029;0000;8;;;
171030;0000;10;;;
171031;0000;12;;;
171101;0000;12;;;
171102;0000;12;;;
171103;0000;12;;;
171104;0000;16;;;
171105;0000;12;;;
171106;0000;12;;;
171107;0000;19;;;
171108;0000;13;;;
171109;0000;11;;;
171110;0000;13;;;
171111;0000;15;;;
171112;0000;18;;;
171113;0000;20;;;
171114;0000;17;;;
171115;0000;14;;;
171116;0000;13;;;
171117;0000;15;;;
171118;0000;15;;;
171119;0000;12;;;
171120;0000;11;;;
171121;0000;14;;;
171122;0000;20;;;
171123;0000;22;;;
171124;0000;15;;;
171125;0000;18;;;
171126;0000;17;;;
171127;0000;18;;;
171128;0000;21;;;
171129;0000;18;;;
171130;0000;17;;;
171201;0000;19;;;
171202;0000;20;;;
171203;0000;17;;;
171204;0000;16;;;
171205;0000;20;;;
171206;0000;23;;;
171207;0000;19;;;
171208;0000;19;;;
171209;0000;16;;;
171210;0000;23;;;
171211;0000;25;;;
171212;0000;16;;;
171213;0000;11;;;
171214;0000;13;;;
171215;0000;12;;;
171216;0000;11;;;
171217;0000;11;;;
171218;0000;14;;;
171219;0000;18;;;
171220;0000;17;;;
171221;0000;16;;;
171222;0000;14;;;
171223;0000;14;;;
171224;0000;13;;;
171225;0000;11;;;
171226;0000;11;;;
171227;0000;11;;;
171228;0000;13;;;
171229;0000;12;;;
171230;0000;10;;;
171231;0000;10;;;
180101;0000;16;;;
180102;0000;12;;;
180103;0000;10;;;
180104;0000;9;;;
180105;0000;10;;;
180106;0000;12;;;
180107;0000;14;;;
180108;0000;14;;;
180109;0000;15;;;
180110;0000;19;;;
180111;0000;20;;;
180112;0000;18;;;
180113;0000;19;;;
180114;0000;17;;;
180115;0000;16;;;
180116;0000;13;;;
180117;0000;14;;;
180118;0000;15;;;
180119;0000;16;;;
180120;0000;19;;;
180121;0000;17;;;
180122;0000;18;;;
180123;0000;18;;;
180124;0000;15;;;
180125;0000;17;;;
180126;0000;17;;;
180127;0000;15;;;
180128;0000;12;;;
180129;0000;15;;;
180130;0000;18;;;
180131;0000;18;;;
180201;0000;19;;;
180202;0000;23;;;
180203;0000;23;;;
180204;0000;21;;;
180205;0000;17;;;
180206;0000;20;;;
180207;0000;17;;;
180208;0000;18;;;
180209;0000;14;;;
180210;0000;10;;;
180211;0000;10;;;
180212;0000;15;;;
180213;0000;19;;;
180214;0000;23;;;
180215;0000;24;;;
180216;0000;21;;;
180217;0000;18;;;
180218;0000;10;;;
180219;0000;12;;;
180220;0000;13;;;
180221;0000;14;;;
180222;0000;13;;;
180223;0000;;;7;
180224;0000;;;4;
180225;0000;;;3;
180226;0000;;;3;
180227;0000;;;8;
180228;0000;16;;;
180301;0000;17;;;
180302;0000;16;;;
180303;0000;18;;;
180304;0000;16;;;
180305;0000;17;;;
180306;0000;18;;;
180307;0000;24;;;
180308;0000;26;;;
180309;0000;23;;;
180310;0000;15;;;
180311;0000;10;;;
180312;0000;12;;;
180313;0000;11;;;
180314;0000;12;;;
180315;0000;16;;;
180316;0000;14;;;
180317;0000;10;;;
180318;0000;7;;;
180319;0000;14;;;
180320;0000;18;;;
180321;0000;19;;;
180322;0000;14;;;
180323;0000;9;;;
180324;0000;12;;;
180325;0000;11;;;
180326;0000;15;;;
180327;0000;19;;;
180328;0000;25;;;
180329;0000;20;;;
180330;0000;15;;;
180331;0000;11;;;
180401;0000;13;;;
180402;0000;20;;;
180403;0000;22;;;
180404;0000;24;;;
180405;0000;26;;;
180406;0000;18;;;
180407;0000;22;;;
180408;0000;14;;;
180409;0000;19;;;
180410;0000;18;;;
180411;0000;13;;;
180412;0000;19;;;
180413;0000;23;;;
180414;0000;26;;;
180415;0000;28;;;
180416;0000;29;;;
180417;0000;30;;;
180418;0000;26;;;
180419;0000;31;;;
180420;0000;35;;;
180421;0000;30;;;
180422;0000;25;;;
180423;0000;28;;;
180424;0000;27;;;
180425;0000;28;;;
180426;0000;20;;;
180427;0000;28;;;
180428;0000;20;;;
180429;0000;29;;;
180430;0000;43;;;
180501;0000;30;;;
180502;0000;27;;;
180503;0000;31;;;
180504;0000;30;;;
180505;0000;28;;;
180506;0000;16;;;
180507;0000;15;;;
180508;0000;20;;;
180509;0000;21;;;
180510;0000;19;;;
180511;0000;21;;;
180512;0000;22;;;
180513;0000;44;;;
180514;0000;31;;;
180515;0000;36;;;
180516;0000;30;;;
180517;0000;27;;;
180518;0000;29;;;
180519;0000;21;;;
180520;0000;16;;;
180521;0000;21;;;
180522;0000;29;;;
180523;0000;31;;;
180524;0000;32;;;
180525;0000;27;;;
180526;0000;49;;;
180527;0000;24;;;
180528;0000;20;;;
180529;0000;6;;;
180530;0000;15;;;
180531;0000;16;;;
180601;0000;34;;;
180602;0000;31;;;
180603;0000;29;;;
180604;0000;24;;;
180605;0000;13;;;
180606;0000;18;;;
180607;0000;19;;;
180608;0000;;;40;
180609;0000;17;;;
180610;0000;;;3;
180611;0000;5;;;
180612;0000;12;;;
180613;0000;23;;;
180614;0000;32;;;
180615;0000;32;;;
180616;0000;17;;;
180617;0000;12;;;
180618;0000;14;;;
180619;0000;34;;;
180620;0000;33;;;
180621;0000;38;;;
180622;0000;40;;;
180623;0000;58;;;
180624;0000;37;;;
180625;0000;35;;;
180626;0000;44;;;
180627;0000;31;;;
180628;0000;30;;;
180629;0000;40;;;
180630;0000;39;;;
180701;0000;30;;;
180702;0000;8;;;
180703;0000;12;;;
180704;0000;8;;;
180705;0000;5;;;
180706;0000;8;;;
180707;0000;19;;;
180708;0000;21;;;
180709;0000;18;;;
180710;0000;33;;;
180711;0000;54;;;
180712;0000;41;;;
180713;0000;22;;;
180714;0000;26;;;
180715;0000;40;;;
180716;0000;44;;;
180717;0000;24;;;
180718;0000;15;;;
180719;0000;20;;;
180720;0000;18;;;
180721;0000;20;;;
180722;0000;25;;;
180723;0000;23;;;
180724;0000;28;;;
180725;0000;16;;;
180726;0000;37;;;
180727;0000;26;;;
180728;0000;17;;;
180729;0000;21;;;
180730;0000;32;;;
180731;0000;34;;;
180801;0000;41;;;
180802;0000;52;;;
180803;0000;51;;;
180804;0000;34;;;
180805;0000;34;;;
180806;0000;40;;;
180807;0000;7;;;
180808;0000;11;;;
180809;0000;12;;;
180810;0000;33;;;
180811;0000;39;;;
180812;0000;35;;;
180813;0000;15;;;
180814;0000;21;;;
180815;0000;20;;;
180816;0000;33;;;
180817;0000;37;;;
180818;0000;27;;;
180819;0000;22;;;
180820;0000;15;;;
180821;0000;24;;;
180822;0000;45;;;
180823;0000;24;;;
180824;0000;16;;;
180825;0000;25;;;
180826;0000;14;;;
180827;0000;24;;;
180828;0000;34;;;
180829;0000;34;;;
180830;0000;26;;;
180831;0000;27;;;
180901;0000;28;;;
180902;0000;20;;;
180903;0000;19;;;
180904;0000;18;;;
180905;0000;33;;;
180906;0000;39;;;
180907;0000;38;;;
180908;0000;31;;;
180909;0000;25;;;
180910;0000;19;;;
180911;0000;22;;;
180912;0000;29;;;
180913;0000;27;;;
180914;0000;33;;;
180915;0000;24;;;
180916;0000;17;;;
180917;0000;33;;;
180918;0000;8;;;
180919;0000;15;;;
180920;0000;20;;;
180921;0000;9;;;
180922;0000;8;;;
180923;0000;10;;;
180924;0000;;;;
180925;0000;;;;
180926;0000;;;;
180927;0000;;;;
180928;0000;;;;
180929;0000;;;;
180930;0000;;;;
181001;0000;17;;;
181002;0000;18;;;
181003;0000;16;;;
181004;0000;21;;;
181005;0000;31;;;
181006;0000;23;;;
181007;0000;22;;;
181008;0000;18;;;
181009;0000;22;;;
181010;0000;35;;;
181011;0000;20;;;
181012;0000;26;;;
181013;0000;24;;;
181014;0000;21;;;
181015;0000;17;;;
181016;0000;19;;;
181017;0000;17;;;
181018;0000;13;;;
181019;0000;17;;;
181020;0000;18;;;
181021;0000;16;;;
181022;0000;15;;;
181023;0000;16;;;
181024;0000;19;;;
181025;0000;18;;;
181026;0000;;;;
181027;0000;;;;
181028;0000;;;;
181029;0000;15;;;
181030;0000;;;;
181031;0000;15;;;
181101;0000;;;;
181102;0000;;;;
181103;0000;;;;
181104;0000;;;;
181105;0000;;;;
181106;0000;15;;;
181107;0000;17;;;
181108;0000;24;;;
181109;0000;14;;;
181110;0000;15;;;
181111;0000;13;;;
181112;0000;11;;;
181113;0000;12;;;
181114;0000;13;;;
181115;0000;18;;;
181116;0000;17;;;
181117;0000;;;;
181118;0000;;;;
181119;0000;20;;;
181120;0000;20;;;
181121;0000;20;;;
181122;0000;17;;;
181123;0000;21;;;
181124;0000;21;;;
181125;0000;18;;;
181126;0000;18;;;
181127;0000;21;;;
181128;0000;;;24;
181129;0000;28;;;
181130;0000;22;;;
181201;0000;23;;;
181202;0000;20;;;
181203;0000;22;;;
181204;0000;;;;
181205;0000;17;;;
181206;0000;22;;;
181207;0000;23;;;
181208;0000;21;;;
181209;0000;13;;;
181210;0000;17;;;
181211;0000;23;;;
181212;0000;26;;;
181213;0000;12;;;
181214;0000;15;;;
181215;0000;20;;;
181216;0000;19;;;
181217;0000;20;;;
181218;0000;22;;;
181219;0000;21;;;
181220;0000;18;;;
181221;0000;21;;;
181222;0000;25;;;
181223;0000;23;;;
181224;0000;23;;;
181225;0000;22;;;
181226;0000;21;;;
181227;0000;18;;;
181228;0000;19;;;
181229;0000;17;;;
181230;0000;18;;;
181231;0000;21;;;
190101;0000;21;;;
190102;0000;22;;;
190103;0000;28;;;
190104;0000;27;;;
190105;0000;35;;;
190106;0000;17;;;
190107;0000;17;;;
190108;0000;16;;;
190109;0000;16;;;
190110;0000;16;;;
190111;0000;18;;;
190112;0000;17;;;
190113;0000;15;;;
190114;0000;17;;;
190115;0000;17;;;
190116;0000;17;;;
190117;0000;13;;;
190118;0000;21;;;
190119;0000;28;;;
190120;0000;23;;;
190121;0000;23;;;
190122;0000;21;;;
190123;0000;28;;;
190124;0000;25;;;
190125;0000;28;;;
190126;0000;27;;;
190127;0000;28;;;
190128;0000;29;;;
190129;0000;28;;;
190130;0000;26;;;
190131;0000;19;;;
190201;0000;19;;;
190202;0000;23;;;
190203;0000;21;;;
190204;0000;27;;;
190205;0000;26;;;
190206;0000;28;;;
190207;0000;27;;;
190208;0000;25;;;
190209;0000;23;;;
190210;0000;19;;;
190211;0000;22;;;
190212;0000;21;;;
190213;0000;16;;;
190214;0000;21;;;
190215;0000;37;;;
190216;0000;;;;
190217;0000;;;;
190218;0000;;;;
190219;0000;25;;;
190220;0000;24;;;
190221;0000;23;;;
190222;0000;17;;;
190223;0000;17;;;
190224;0000;12;;;
190225;0000;15;;;
190226;0000;17;;;
190227;0000;21;;;
190228;0000;23;;;
190301;0000;24;;;
190302;0000;23;;;
190303;0000;20;;;
190304;0000;19;;;
190305;0000;19;;;
190306;0000;20;;;
190307;0000;17;;;
190308;0000;18;;;
190309;0000;20;;;
190310;0000;17;;;
190311;0000;18;;;
190312;0000;16;;;
190313;0000;23;;;
190314;0000;24;;;
190315;0000;20;;;
190316;0000;23;;;
190317;0000;17;;;
190318;0000;18;;;
190319;0000;18;;;
190320;0000;20;;;
190321;0000;27;;;
190322;0000;;;62;
190323;0000;;;6;
190324;0000;;;5;
190325;0000;;;;
190326;0000;;;;
190327;0000;;;;
190328;0000;26;;;
190329;0000;24;;;
190330;0000;33;;;
190331;0000;23;;;
190401;0000;21;;;
190402;0000;25;;;
190403;0000;26;;;
190404;0000;32;;;
190405;0000;19;;;
190406;0000;17;;;
190407;0000;13;;;
190408;0000;22;;;
190409;0000;26;;;
190410;0000;28;;;
190411;0000;29;;;
190412;0000;36;;;
190413;0000;50;;;
190414;0000;37;;;
190415;0000;27;;;
190416;0000;20;;;
190417;0000;24;;;
190418;0000;28;;;
190419;0000;24;;;
190420;0000;30;;;
190421;0000;22;;;
190422;0000;22;;;
190423;0000;30;;;
190424;0000;31;;;
190425;0000;28;;;
190426;0000;34;;;
190427;0000;30;;;
190428;0000;30;;;
190429;0000;25;;;
190430;0000;22;;;
190501;0000;21;;;
190502;0000;23;;;
190503;0000;25;;;
190504;0000;17;;;
190505;0000;25;;;
190506;0000;30;;;
190507;0000;37;;;
190508;0000;38;;;
190509;0000;18;;;
190510;0000;27;;;
190511;0000;31;;;
190512;0000;27;;;
190513;0000;24;;;
190514;0000;24;;;
190515;0000;23;;;
190516;0000;46;;;
190517;0000;29;;;
190518;0000;18;;;
190519;0000;19;;;
190520;0000;16;;;
190521;0000;10;;;
190522;0000;15;;;
190523;0000;15;;;
190524;0000;21;;;
190525;0000;18;;;
190526;0000;23;;;
190527;0000;16;;;
190528;0000;23;;;
190529;0000;6;;;
190530;0000;7;;;
190531;0000;7;;;
190601;0000;9;;;
190602;0000;9;;;
190603;0000;14;;;
190604;0000;20;;;
190605;0000;21;;;
190606;0000;13;;;
190607;0000;15;;;
190608;0000;21;;;
190609;0000;25;;;
190610;0000;32;;;
190611;0000;23;;;
190612;0000;13;;;
190613;0000;4;;;
190614;0000;5;;;
190615;0000;8;;;
190616;0000;18;;;
190617;0000;24;;;
190618;0000;13;;;
190619;0000;14;;;
190620;0000;14;;;
190621;0000;43;;;
190622;0000;36;;;
190623;0000;39;;;
190624;0000;23;;;
190625;0000;14;;;
190626;0000;27;;;
190627;0000;45;;;
190628;0000;24;;;
190629;0000;6;;;
190630;0000;13;;;
190701;0000;17;;;
190702;0000;32;;;
190703;0000;37;;;
190704;0000;43;;;
190705;0000;22;;;
190706;0000;30;;;
190707;0000;41;;;
190708;0000;60;;;
190709;0000;40;;;
190710;0000;36;;;
190711;0000;36;;;
190712;0000;44;;;
190713;0000;47;;;
190714;0000;48;;;
190715;0000;37;;;
190716;0000;25;;;
190717;0000;46;;;
190718;0000;51;;;
190719;0000;41;;;
190720;0000;29;;;
190721;0000;13;;;
190722;0000;10;;;
190723;0000;22;;;
190724;0000;22;;;
190725;0000;31;;;
190726;0000;31;;;
190727;0000;32;;;
190728;0000;35;;;
190729;0000;29;;;
190730;0000;24;;;
190731;0000;16;;;
190801;0000;12;;;
190802;0000;20;;;
190803;0000;17;;;
190804;0000;13;;;
190805;0000;24;;;
190806;0000;28;;;
190807;0000;20;;;
190808;0000;24;;;
190809;0000;37;;;
190810;0000;31;;;
190811;0000;24;;;
190812;0000;19;;;
190813;0000;13;;;
190814;0000;15;;;
190815;0000;30;;;
190816;0000;35;;;
190817;0000;18;;;
190818;0000;27;;;
190819;0000;34;;;
190820;0000;17;;;
190821;0000;32;;;
190822;0000;24;;;
190823;0000;20;;;
190824;0000;25;;;
190825;0000;24;;;
190826;0000;20;;;
190827;0000;21;;;
190828;0000;17;;;
190829;0000;12;;;
190830;0000;18;;;
190831;0000;17;;;
190901;0000;16;;;
190902;0000;15;;;
190903;0000;14;;;
190904;0000;20;;;
190905;0000;12;;;
190906;0000;14;;;
190907;0000;11;;;
190908;0000;13;;;
190909;0000;5;;;
190910;0000;8;;;
190911;0000;10;;;
190912;0000;12;;;
190913;0000;18;;;
190914;0000;26;;;
190915;0000;11;;;
190916;0000;10;;;
190917;0000;13;;;
190918;0000;19;;;
190919;0000;12;;;
190920;0000;8;;;
190921;0000;7;;;
190922;0000;11;;;
190923;0000;21;;;
190924;0000;20;;;
190925;0000;26;;;
190926;0000;31;;;
190927;0000;17;;;
190928;0000;17;;;
190929;0000;15;;;
190930;0000;9;;;
191001;0000;4;;;
191002;0000;9;;;
191003;0000;8;;;
191004;0000;11;;;
191005;0000;13;;;
191006;0000;13;;;
191007;0000;11;;;
191008;0000;10;;;
191009;0000;12;;;
191010;0000;13;;;
191011;0000;18;;;
191012;0000;34;;;
191013;0000;20;;;
191014;0000;11;;;
191015;0000;11;;;
191016;0000;11;;;
191017;0000;12;;;
191018;0000;14;;;
191019;0000;20;;;
191020;0000;17;;;
191021;0000;17;;;
191022;0000;8;;;
191023;0000;11;;;
191024;0000;17;;;
191025;0000;12;;;
191026;0000;12;;;
191027;0000;10;;;
191028;0000;6;;;
191029;0000;5;;;
191030;0000;8;;;
191031;0000;10;;;
191101;0000;7;;;
191102;0000;7;;;
191103;0000;10;;;
191104;0000;12;;;
191105;0000;12;;;
191106;0000;12;;;
191107;0000;11;;;
191108;0000;16;;;
191109;0000;13;;;
191110;0000;13;;;
191111;0000;17;;;
191112;0000;18;;;
191113;0000;16;;;
191114;0000;12;;;
191115;0000;14;;;
191116;0000;9;;;
191117;0000;8;;;
191118;0000;10;;;
191119;0000;13;;;
191120;0000;13;;;
191121;0000;14;;;
191122;0000;16;;;
191123;0000;13;;;
191124;0000;9;;;
191125;0000;7;;;
191126;0000;9;;;
191127;0000;10;;;
191128;0000;9;;;
191129;0000;10;;;
191130;0000;11;;;
191201;0000;13;;;
191202;0000;17;;;
191203;0000;14;;;
191204;0000;11;;;
191205;0000;11;;;
191206;0000;15;;;
191207;0000;12;;;
191208;0000;13;;;
191209;0000;14;;;
191210;0000;14;;;
191211;0000;13;;;
191212;0000;;;;
191213;0000;;;;
191214;0000;13;;;
191215;0000;10;;;
191216;0000;12;;;
191217;0000;15;;;
191218;0000;15;;;
191219;0000;11;;;
191220;0000;11;;;
191221;0000;12;;;
191222;0000;12;;;
191223;0000;12;;;
191224;0000;10;;;
191225;0000;9;;;
191226;0000;14;;;
191227;0000;16;;;
191228;0000;17;;;
191229;0000;13;;;
191230;0000;12;;;
