FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
180701;0000;47;;;
180702;0000;33;;;
180703;0000;27;;;
180704;0000;24;;;
180705;0000;13;;;
180706;0000;25;;;
180707;0000;35;;;
180708;0000;50;;;
180709;0000;42;;;
180710;0000;20;;;
180711;0000;49;;;
180712;0000;63;;;
180713;0000;61;;;
180714;0000;32;;;
180715;0000;34;;;
180716;0000;25;;;
180717;0000;16;;;
180718;0000;15;;;
180719;0000;41;;;
180720;0000;48;;;
180721;0000;46;;;
180722;0000;38;;;
180723;0000;44;;;
180724;0000;55;;;
180725;0000;57;;;
180726;0000;39;;;
180727;0000;43;;;
180728;0000;55;;;
180729;0000;51;;;
180730;0000;55;;;
180731;0000;57;;;
180801;0000;64;;;
180802;0000;51;;;
180803;0000;67;;;
180804;0000;61;;;
180805;0000;71;;;
180806;0000;65;;;
180807;0000;14;;;
180808;0000;29;;;
180809;0000;38;;;
180810;0000;45;;;
180811;0000;45;;;
180812;0000;36;;;
180813;0000;10;;;
180814;0000;28;;;
180815;0000;34;;;
180816;0000;34;;;
180817;0000;23;;;
180818;0000;14;;;
180819;0000;25;;;
180820;0000;35;;;
180821;0000;38;;;
180822;0000;37;;;
180823;0000;22;;;
180824;0000;20;;;
180825;0000;27;;;
180826;0000;26;;;
180827;0000;12;;;
180828;0000;29;;;
180829;0000;30;;;
180830;0000;30;;;
180831;0000;16;;;
180901;0000;20;;;
180902;0000;28;;;
180903;0000;21;;;
180904;0000;24;;;
180905;0000;19;;;
180906;0000;30;;;
180907;0000;23;;;
180908;0000;26;;;
180909;0000;30;;;
180910;0000;;;;
180911;0000;;;;
180912;0000;;;;
180913;0000;18;;;
180914;0000;18;;;
180915;0000;16;;;
180916;0000;18;;;
180917;0000;24;;;
180918;0000;7;;;
180919;0000;20;;;
180920;0000;35;;;
180921;0000;24;;;
180922;0000;6;;;
180923;0000;6;;;
180924;0000;17;;;
180925;0000;23;;;
180926;0000;22;;;
180927;0000;16;;;
180928;0000;11;;;
180929;0000;4;;;
180930;0000;3;;;
181001;0000;7;;;
181002;0000;12;;;
181003;0000;15;;;
181004;0000;21;;;
181005;0000;21;;;
181006;0000;20;;;
181007;0000;15;;;
181008;0000;;;;
181009;0000;;;;
181010;0000;;;;
181011;0000;;;;
181012;0000;;;;
181013;0000;;;;
181014;0000;;;;
181015;0000;;;;
181016;0000;;;;
181017;0000;6;;;
181018;0000;8;;;
181019;0000;6;;;
181020;0000;8;;;
181021;0000;9;;;
181022;0000;10;;;
181023;0000;11;;;
181024;0000;8;;;
181025;0000;7;;;
181026;0000;10;;;
181027;0000;9;;;
181028;0000;9;;;
181029;0000;5;;;
181030;0000;3;;;
181031;0000;7;;;
181101;0000;10;;;
181102;0000;5;;;
181103;0000;6;;;
181104;0000;5;;;
181105;0000;7;;;
181106;0000;9;;;
181107;0000;13;;;
181108;0000;9;;;
181109;0000;8;;;
181110;0000;7;;;
181111;0000;4;;;
181112;0000;4;;;
181113;0000;7;;;
181114;0000;8;;;
181115;0000;6;;;
181116;0000;6;;;
181117;0000;8;;;
181118;0000;7;;;
181119;0000;8;;;
181120;0000;8;;;
181121;0000;6;;;
181122;0000;6;;;
181123;0000;8;;;
181124;0000;10;;;
181125;0000;8;;;
181126;0000;9;;;
181127;0000;9;;;
181128;0000;;;;
181129;0000;11;;;
181130;0000;9;;;
181201;0000;12;;;
181202;0000;11;;;
181203;0000;8;;;
181204;0000;7;;;
181205;0000;8;;;
181206;0000;12;;;
181207;0000;11;;;
181208;0000;7;;;
181209;0000;6;;;
181210;0000;6;;;
181211;0000;7;;;
181212;0000;7;;;
181213;0000;3;;;
181214;0000;19;;;
181215;0000;10;;;
181216;0000;8;;;
181217;0000;10;;;
181218;0000;13;;;
181219;0000;12;;;
181220;0000;9;;;
181221;0000;13;;;
181222;0000;9;;;
181223;0000;13;;;
181224;0000;15;;;
181225;0000;11;;;
181226;0000;9;;;
181227;0000;6;;;
181228;0000;9;;;
181229;0000;7;;;
181230;0000;8;;;
181231;0000;11;;;
190101;0000;12;;;
190102;0000;14;;;
190103;0000;20;;;
190104;0000;30;;;
190105;0000;14;;;
190106;0000;8;;;
190107;0000;7;;;
190108;0000;6;;;
190109;0000;4;;;
190110;0000;7;;;
190111;0000;7;;;
190112;0000;7;;;
190113;0000;6;;;
190114;0000;9;;;
190115;0000;10;;;
190116;0000;9;;;
190117;0000;9;;;
190118;0000;17;;;
190119;0000;14;;;
190120;0000;10;;;
190121;0000;12;;;
190122;0000;11;;;
190123;0000;14;;;
190124;0000;14;;;
190125;0000;13;;;
190126;0000;15;;;
190127;0000;15;;;
190128;0000;18;;;
190129;0000;12;;;
190130;0000;11;;;
190131;0000;15;;;
190201;0000;17;;;
190202;0000;18;;;
190203;0000;12;;;
190204;0000;13;;;
190205;0000;8;;;
190206;0000;13;;;
190207;0000;16;;;
190208;0000;17;;;
190209;0000;16;;;
190210;0000;13;;;
190211;0000;8;;;
190212;0000;8;;;
190213;0000;7;;;
190214;0000;16;;;
190215;0000;16;;;
190216;0000;13;;;
190217;0000;13;;;
190218;0000;19;;;
190219;0000;16;;;
190220;0000;9;;;
190221;0000;9;;;
190222;0000;7;;;
190223;0000;9;;;
190224;0000;9;;;
190225;0000;9;;;
190226;0000;15;;;
190227;0000;17;;;
190228;0000;12;;;
190301;0000;11;;;
190302;0000;16;;;
190303;0000;9;;;
190304;0000;11;;;
190305;0000;10;;;
190306;0000;11;;;
190307;0000;6;;;
190308;0000;9;;;
190309;0000;12;;;
190310;0000;8;;;
190311;0000;13;;;
190312;0000;24;;;
190313;0000;17;;;
190314;0000;14;;;
190315;0000;13;;;
190316;0000;11;;;
190317;0000;10;;;
190318;0000;12;;;
190319;0000;10;;;
190320;0000;18;;;
190321;0000;20;;;
190322;0000;23;;;
190323;0000;22;;;
190324;0000;18;;;
190325;0000;14;;;
190326;0000;16;;;
190327;0000;;;;
190328;0000;;;;
190329;0000;;;;
190330;0000;;;;
190331;0000;;;;
190401;0000;;;;
190402;0000;;;;
190403;0000;;;;
190404;0000;;;;
190405;0000;;;;
190406;0000;;;;
190407;0000;;;;
190408;0000;;;;
190409;0000;;;;
190410;0000;22;;;
190411;0000;26;;;
190412;0000;22;;;
190413;0000;37;;;
190414;0000;41;;;
190415;0000;21;;;
190416;0000;25;;;
190417;0000;31;;;
190418;0000;17;;;
190419;0000;10;;;
190420;0000;14;;;
190421;0000;16;;;
190422;0000;15;;;
190423;0000;21;;;
190424;0000;26;;;
190425;0000;23;;;
190426;0000;23;;;
190427;0000;29;;;
190428;0000;36;;;
190429;0000;21;;;
190430;0000;29;;;
190501;0000;33;;;
190502;0000;25;;;
190503;0000;13;;;
190504;0000;9;;;
190505;0000;23;;;
190506;0000;19;;;
190507;0000;18;;;
190508;0000;17;;;
190509;0000;14;;;
190510;0000;29;;;
190511;0000;37;;;
190512;0000;45;;;
190513;0000;29;;;
190514;0000;45;;;
190515;0000;31;;;
190516;0000;26;;;
190517;0000;18;;;
190518;0000;14;;;
190519;0000;27;;;
190520;0000;25;;;
190521;0000;24;;;
190522;0000;40;;;
190523;0000;45;;;
190524;0000;57;;;
190525;0000;35;;;
190526;0000;30;;;
190527;0000;32;;;
190528;0000;34;;;
190529;0000;;;53;
190530;0000;;;17;
190531;0000;21;;;
190601;0000;51;;;
190602;0000;62;;;
190603;0000;37;;;
190604;0000;41;;;
190605;0000;33;;;
190606;0000;9;;;
190607;0000;25;;;
190608;0000;45;;;
190609;0000;57;;;
190610;0000;46;;;
190611;0000;29;;;
190612;0000;20;;;
190613;0000;12;;;
190614;0000;18;;;
190615;0000;17;;;
190616;0000;27;;;
190617;0000;27;;;
190618;0000;34;;;
190619;0000;42;;;
190620;0000;39;;;
190621;0000;59;;;
190622;0000;69;;;
190623;0000;70;;;
190624;0000;27;;;
190625;0000;34;;;
190626;0000;45;;;
190627;0000;58;;;
190628;0000;49;;;
190629;0000;13;;;
190630;0000;26;;;
190701;0000;42;;;
190702;0000;58;;;
190703;0000;50;;;
190704;0000;42;;;
190705;0000;53;;;
190706;0000;56;;;
190707;0000;48;;;
190708;0000;41;;;
190709;0000;44;;;
190710;0000;67;;;
190711;0000;75;;;
190712;0000;43;;;
190713;0000;66;;;
190714;0000;79;;;
190715;0000;63;;;
190716;0000;56;;;
190717;0000;44;;;
190718;0000;48;;;
190719;0000;55;;;
190720;0000;60;;;
190721;0000;13;;;
190722;0000;24;;;
190723;0000;34;;;
190724;0000;40;;;
190725;0000;32;;;
190726;0000;54;;;
190727;0000;65;;;
190728;0000;46;;;
190729;0000;23;;;
190730;0000;27;;;
190731;0000;15;;;
190801;0000;15;;;
190802;0000;25;;;
190803;0000;52;;;
190804;0000;43;;;
190805;0000;24;;;
190806;0000;23;;;
190807;0000;19;;;
190808;0000;27;;;
190809;0000;36;;;
190810;0000;38;;;
190811;0000;15;;;
190812;0000;23;;;
190813;0000;35;;;
190814;0000;36;;;
190815;0000;17;;;
190816;0000;21;;;
190817;0000;23;;;
190818;0000;20;;;
190819;0000;37;;;
190820;0000;35;;;
190821;0000;24;;;
190822;0000;35;;;
190823;0000;24;;;
190824;0000;37;;;
190825;0000;23;;;
190826;0000;25;;;
190827;0000;30;;;
190828;0000;21;;;
190829;0000;8;;;
190830;0000;18;;;
190831;0000;23;;;
190901;0000;25;;;
190902;0000;16;;;
190903;0000;;;30;
190904;0000;22;;;
190905;0000;9;;;
190906;0000;8;;;
190907;0000;7;;;
190908;0000;8;;;
190909;0000;9;;;
190910;0000;13;;;
190911;0000;7;;;
190912;0000;20;;;
190913;0000;23;;;
190914;0000;12;;;
190915;0000;7;;;
190916;0000;7;;;
190917;0000;9;;;
190918;0000;14;;;
190919;0000;10;;;
190920;0000;16;;;
190921;0000;;;;
190922;0000;;;;
190923;0000;12;;;
190924;0000;17;;;
190925;0000;21;;;
190926;0000;14;;;
190927;0000;10;;;
190928;0000;17;;;
190929;0000;10;;;
190930;0000;5;;;
191001;0000;6;;;
191002;0000;8;;;
191003;0000;9;;;
191004;0000;13;;;
191005;0000;18;;;
191006;0000;14;;;
191007;0000;13;;;
191008;0000;17;;;
191009;0000;24;;;
191010;0000;27;;;
191011;0000;21;;;
191012;0000;24;;;
191013;0000;29;;;
191014;0000;11;;;
191015;0000;13;;;
191016;0000;13;;;
191017;0000;11;;;
191018;0000;14;;;
191019;0000;11;;;
191020;0000;8;;;
191021;0000;14;;;
191022;0000;15;;;
191023;0000;21;;;
191024;0000;14;;;
191025;0000;17;;;
191026;0000;9;;;
191027;0000;7;;;
191028;0000;8;;;
191029;0000;11;;;
191030;0000;12;;;
191031;0000;8;;;
191101;0000;4;;;
191102;0000;10;;;
191103;0000;12;;;
191104;0000;8;;;
191105;0000;15;;;
191106;0000;15;;;
191107;0000;18;;;
191108;0000;16;;;
191109;0000;19;;;
191110;0000;18;;;
191111;0000;13;;;
191112;0000;13;;;
191113;0000;16;;;
191114;0000;13;;;
191115;0000;21;;;
191116;0000;9;;;
191117;0000;9;;;
191118;0000;19;;;
191119;0000;22;;;
191120;0000;17;;;
191121;0000;;;23;
191122;0000;15;;;
191123;0000;10;;;
191124;0000;7;;;
191125;0000;8;;;
191126;0000;11;;;
191127;0000;16;;;
191128;0000;28;;;
191129;0000;14;;;
191130;0000;14;;;
191201;0000;16;;;
191202;0000;16;;;
191203;0000;16;;;
191204;0000;17;;;
191205;0000;22;;;
191206;0000;;;42;
191207;0000;11;;;
191208;0000;11;;;
191209;0000;13;;;
191210;0000;10;;;
191211;0000;13;;;
191212;0000;17;;;
191213;0000;14;;;
191214;0000;12;;;
191215;0000;11;;;
191216;0000;15;;;
191217;0000;19;;;
191218;0000;15;;;
191219;0000;12;;;
191220;0000;13;;;
191221;0000;15;;;
191222;0000;15;;;
191223;0000;19;;;
191224;0000;10;;;
191225;0000;9;;;
191226;0000;17;;;
191227;0000;;;48;
191228;0000;15;;;
191229;0000;12;;;
191230;0000;;;33;
