FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170314;0000;;;;
170315;0000;16,5;;;
170316;0000;23,625;;;
170317;0000;24;;;
170318;0000;21,375;;;
170319;0000;19,3333;;;
170320;0000;30,6667;;;
170321;0000;24,9583;;;
170322;0000;24,9583;;;
170323;0000;23,9167;;;
170324;0000;19,5417;;;
170325;0000;22,375;;;
170326;0000;13;;;
170327;0000;14,2083;;;
170328;0000;16,875;;;
170329;0000;11,4167;;;
170330;0000;15,5417;;;
170331;0000;16,4167;;;
170401;0000;8,04546;;;
170402;0000;17,625;;;
170403;0000;23;;;
170404;0000;13,5417;;;
170405;0000;18,9167;;;
170406;0000;20,8333;;;
170407;0000;5,625;;;
170408;0000;7,16667;;;
170409;0000;12,2917;;;
170410;0000;21,3333;;;
170411;0000;23,6667;;;
170412;0000;22,2083;;;
170413;0000;16,8333;;;
170414;0000;;;10,0833;
170415;0000;;;11,6087;
170416;0000;26,9167;;;
170417;0000;22,6957;;;
170418;0000;14,5;;;
170419;0000;16,5833;;;
170420;0000;17,2917;;;
170421;0000;23,3333;;;
170422;0000;15,75;;;
170423;0000;20,75;;;
170424;0000;19,9583;;;
170425;0000;18,4583;;;
170426;0000;27,8333;;;
170427;0000;30,25;;;
170428;0000;34,375;;;
170429;0000;36,5417;;;
170430;0000;34,9583;;;
170501;0000;31;;;
170502;0000;45;;;
170503;0000;50;;;
170504;0000;39;;;
170505;0000;42;;;
170506;0000;37;;;
170507;0000;34;;;
170508;0000;11;;;
170509;0000;35;;;
170510;0000;33;;;
170511;0000;11;;;
170512;0000;12;;;
170513;0000;20;;;
170514;0000;23;;;
170515;0000;23;;;
170516;0000;30;;;
170517;0000;26;;;
170518;0000;6;;;
170519;0000;20;;;
170520;0000;45;;;
170521;0000;55;;;
170522;0000;54;;;
170523;0000;58;;;
170524;0000;56;;;
170525;0000;19;;;
170526;0000;32;;;
170527;0000;34;;;
170528;0000;45;;;
170529;0000;60;;;
170530;0000;68;;;
170531;0000;70;;;
170601;0000;57;;;
170602;0000;61;;;
170603;0000;49;;;
170604;0000;48;;;
170605;0000;53;;;
170606;0000;60;;;
170607;0000;51;;;
170608;0000;24;;;
170609;0000;56;;;
170610;0000;48;;;
170611;0000;54;;;
170612;0000;50;;;
170613;0000;60;;;
170614;0000;62;;;
170615;0000;70;;;
170616;0000;20;;;
170617;0000;8;;;
170618;0000;36;;;
170619;0000;62;;;
170620;0000;57;;;
170621;0000;59;;;
170622;0000;27;;;
170623;0000;29;;;
170624;0000;40;;;
170625;0000;22;;;
170626;0000;10;;;
170627;0000;24;;;
170628;0000;36;;;
170629;0000;50;;;
170630;0000;56;;;
170701;0000;59;;;
170702;0000;74;;;
170703;0000;36;;;
170704;0000;23;;;
170705;0000;54;;;
170706;0000;52;;;
170707;0000;58;;;
170708;0000;56;;;
170709;0000;72;;;
170710;0000;66;;;
170711;0000;61;;;
170712;0000;41;;;
170713;0000;26;;;
170714;0000;18;;;
170715;0000;10;;;
170716;0000;23;;;
170717;0000;49;;;
170718;0000;49;;;
170719;0000;58;;;
170720;0000;56;;;
170721;0000;38;;;
170722;0000;30;;;
170723;0000;46;;;
170724;0000;44;;;
170725;0000;51;;;
170726;0000;60;;;
170727;0000;53;;;
170728;0000;50;;;
170729;0000;58;;;
170730;0000;50;;;
170731;0000;63;;;
170801;0000;39;;;
170802;0000;51;;;
170803;0000;40;;;
170804;0000;52;;;
170805;0000;60;;;
170806;0000;88;;;
170807;0000;42;;;
170808;0000;53;;;
170809;0000;32;;;
170810;0000;12;;;
170811;0000;12;;;
170812;0000;25;;;
170813;0000;41;;;
170814;0000;23;;;
170815;0000;38;;;
170816;0000;43;;;
170817;0000;39;;;
170818;0000;26;;;
170819;0000;18;;;
170820;0000;34;;;
170821;0000;34;;;
170822;0000;35;;;
170823;0000;21;;;
170824;0000;15;;;
170825;0000;19;;;
170826;0000;33;;;
170827;0000;34;;;
170828;0000;10;;;
170829;0000;10;;;
170830;0000;37;;;
170831;0000;41;;;
170901;0000;24;;;
170902;0000;20;;;
170903;0000;10;;;
170904;0000;18;;;
170905;0000;28;;;
170906;0000;27;;;
170907;0000;35;;;
170908;0000;19;;;
170909;0000;34;;;
170910;0000;12;;;
170911;0000;31;;;
170912;0000;38;;;
170913;0000;15;;;
170914;0000;23;;;
170915;0000;35;;;
170916;0000;36;;;
170917;0000;40;;;
170918;0000;34;;;
170919;0000;12;;;
170920;0000;;;7;
170921;0000;;;;
170922;0000;;;;
170923;0000;;;;
170924;0000;;;;
170925;0000;;;;
170926;0000;34;;;
170927;0000;38;;;
170928;0000;36;;;
170929;0000;35;;;
170930;0000;14;;;
171001;0000;12;;;
171002;0000;20;;;
171003;0000;23;;;
171004;0000;11;;;
171005;0000;7;;;
171006;0000;23;;;
171007;0000;20;;;
171008;0000;10;;;
171009;0000;15;;;
171010;0000;10;;;
171011;0000;12;;;
171012;0000;9;;;
171013;0000;20;;;
171014;0000;24;;;
171015;0000;23;;;
171016;0000;15;;;
171017;0000;20;;;
171018;0000;20;;;
171019;0000;22;;;
171020;0000;21;;;
171021;0000;22;;;
171022;0000;17;;;
171023;0000;12;;;
171024;0000;12;;;
171025;0000;19;;;
171026;0000;14;;;
171027;0000;18;;;
171028;0000;8;;;
171029;0000;7;;;
171030;0000;11;;;
171031;0000;13;;;
171101;0000;11;;;
171102;0000;10;;;
171103;0000;15;;;
171104;0000;13;;;
171105;0000;12;;;
171106;0000;11;;;
171107;0000;21;;;
171108;0000;12;;;
171109;0000;12;;;
171110;0000;16;;;
171111;0000;19;;;
171112;0000;18;;;
171113;0000;13;;;
171114;0000;13;;;
171115;0000;9;;;
171116;0000;12;;;
171117;0000;12;;;
171118;0000;12;;;
171119;0000;12;;;
171120;0000;9;;;
171121;0000;15;;;
171122;0000;17;;;
171123;0000;18;;;
171124;0000;13;;;
171125;0000;18;;;
171126;0000;16;;;
171127;0000;17;;;
171128;0000;17;;;
171129;0000;16;;;
171130;0000;18;;;
171201;0000;17;;;
171202;0000;16;;;
171203;0000;12;;;
171204;0000;14;;;
171205;0000;20;;;
171206;0000;22;;;
171207;0000;20;;;
171208;0000;17;;;
171209;0000;15;;;
171210;0000;19;;;
171211;0000;20;;;
171212;0000;15;;;
171213;0000;10;;;
171214;0000;14;;;
171215;0000;11;;;
171216;0000;10;;;
171217;0000;12;;;
171218;0000;19;;;
171219;0000;18;;;
171220;0000;18;;;
171221;0000;13;;;
171222;0000;14;;;
171223;0000;13;;;
171224;0000;12;;;
171225;0000;14;;;
171226;0000;9;;;
171227;0000;8;;;
171228;0000;11;;;
171229;0000;10;;;
171230;0000;9;;;
171231;0000;10;;;
180101;0000;13;;;
180102;0000;15;;;
180103;0000;12;;;
180104;0000;9;;;
180105;0000;12;;;
180106;0000;12;;;
180107;0000;18;;;
180108;0000;13;;;
180109;0000;11;;;
180110;0000;22;;;
180111;0000;18;;;
180112;0000;14;;;
180113;0000;15;;;
180114;0000;15;;;
180115;0000;13;;;
180116;0000;11;;;
180117;0000;14;;;
180118;0000;14;;;
180119;0000;17;;;
180120;0000;15;;;
180121;0000;14;;;
180122;0000;16;;;
180123;0000;17;;;
180124;0000;17;;;
180125;0000;18;;;
180126;0000;17;;;
180127;0000;17;;;
180128;0000;14;;;
180129;0000;18;;;
180130;0000;17;;;
180131;0000;18;;;
180201;0000;21;;;
180202;0000;24;;;
180203;0000;19;;;
180204;0000;17;;;
180205;0000;16;;;
180206;0000;18;;;
180207;0000;16;;;
180208;0000;19;;;
180209;0000;15;;;
180210;0000;12;;;
180211;0000;19;;;
180212;0000;23;;;
180213;0000;29;;;
180214;0000;19;;;
180215;0000;20;;;
180216;0000;24;;;
180217;0000;19;;;
180218;0000;9;;;
180219;0000;10;;;
180220;0000;10;;;
180221;0000;11;;;
180222;0000;13;;;
180223;0000;16;;;
180224;0000;13;;;
180225;0000;12;;;
180226;0000;14;;;
180227;0000;14;;;
180228;0000;16;;;
180301;0000;19;;;
180302;0000;19;;;
180303;0000;16;;;
180304;0000;15;;;
180305;0000;;;46;
180306;0000;;;;
180307;0000;;;;
180308;0000;;;;
180309;0000;25;;;
180310;0000;13;;;
180311;0000;14;;;
180312;0000;16;;;
180313;0000;17;;;
180314;0000;23;;;
180315;0000;30;;;
180316;0000;17;;;
180317;0000;13;;;
180318;0000;9;;;
180319;0000;20;;;
180320;0000;18;;;
180321;0000;20;;;
180322;0000;12;;;
180323;0000;9;;;
180324;0000;16;;;
180325;0000;16;;;
180326;0000;18;;;
180327;0000;24;;;
180328;0000;28;;;
180329;0000;28;;;
180330;0000;20;;;
180331;0000;13;;;
180401;0000;13;;;
180402;0000;18;;;
180403;0000;22;;;
180404;0000;24;;;
180405;0000;24;;;
180406;0000;15;;;
180407;0000;16;;;
180408;0000;15;;;
180409;0000;13;;;
180410;0000;18;;;
180411;0000;9;;;
180412;0000;17;;;
180413;0000;18;;;
180414;0000;24;;;
180415;0000;29;;;
180416;0000;31;;;
180417;0000;27;;;
180418;0000;26;;;
180419;0000;;;;
180420;0000;33;;;
180421;0000;33;;;
180422;0000;23;;;
180423;0000;30;;;
180424;0000;32;;;
180425;0000;31;;;
180426;0000;18;;;
180427;0000;30;;;
180428;0000;39;;;
180429;0000;23;;;
180430;0000;36;;;
180501;0000;46;;;
180502;0000;33;;;
180503;0000;32;;;
180504;0000;36;;;
180505;0000;28;;;
180506;0000;15;;;
180507;0000;10;;;
180508;0000;19;;;
180509;0000;20;;;
180510;0000;23;;;
180511;0000;41;;;
180512;0000;35;;;
180513;0000;42;;;
180514;0000;45;;;
180515;0000;46;;;
180516;0000;42;;;
180517;0000;29;;;
180518;0000;35;;;
180519;0000;40;;;
180520;0000;32;;;
180521;0000;27;;;
180522;0000;35;;;
180523;0000;50;;;
180524;0000;52;;;
180525;0000;50;;;
180526;0000;57;;;
180527;0000;71;;;
180528;0000;41;;;
180529;0000;16;;;
180530;0000;16;;;
180531;0000;17;;;
180601;0000;39;;;
180602;0000;56;;;
180603;0000;30;;;
180604;0000;55;;;
180605;0000;49;;;
180606;0000;35;;;
180607;0000;44;;;
180608;0000;52;;;
180609;0000;37;;;
180610;0000;4;;;
180611;0000;8;;;
180612;0000;27;;;
180613;0000;36;;;
180614;0000;58;;;
180615;0000;64;;;
180616;0000;61;;;
180617;0000;52;;;
180618;0000;39;;;
180619;0000;47;;;
180620;0000;58;;;
180621;0000;49;;;
180622;0000;56;;;
180623;0000;70;;;
180624;0000;64;;;
180625;0000;56;;;
180626;0000;66;;;
180627;0000;68;;;
180628;0000;46;;;
180629;0000;52;;;
180630;0000;56;;;
180701;0000;46;;;
180702;0000;28;;;
180703;0000;24;;;
180704;0000;23;;;
180705;0000;10;;;
180706;0000;14;;;
180707;0000;38;;;
180708;0000;53;;;
180709;0000;42;;;
180710;0000;29;;;
180711;0000;51;;;
180712;0000;71;;;
180713;0000;61;;;
180714;0000;46;;;
180715;0000;32;;;
180716;0000;50;;;
180717;0000;19;;;
180718;0000;11;;;
180719;0000;29;;;
180720;0000;42;;;
180721;0000;45;;;
180722;0000;26;;;
180723;0000;47;;;
180724;0000;45;;;
180725;0000;66;;;
180726;0000;67;;;
180727;0000;37;;;
180728;0000;40;;;
180729;0000;47;;;
180730;0000;42;;;
180731;0000;50;;;
180801;0000;59;;;
180802;0000;58;;;
180803;0000;55;;;
180804;0000;59;;;
180805;0000;75;;;
180806;0000;67;;;
180807;0000;11;;;
180808;0000;31;;;
180809;0000;30;;;
180810;0000;53;;;
180811;0000;54;;;
180812;0000;38;;;
180813;0000;15;;;
180814;0000;26;;;
180815;0000;43;;;
180816;0000;40;;;
180817;0000;36;;;
180818;0000;20;;;
180819;0000;34;;;
180820;0000;32;;;
180821;0000;40;;;
180822;0000;53;;;
180823;0000;27;;;
180824;0000;23;;;
180825;0000;42;;;
180826;0000;37;;;
180827;0000;25;;;
180828;0000;34;;;
180829;0000;41;;;
180830;0000;31;;;
180831;0000;24;;;
180901;0000;26;;;
180902;0000;33;;;
180903;0000;30;;;
180904;0000;30;;;
180905;0000;31;;;
180906;0000;42;;;
180907;0000;38;;;
180908;0000;33;;;
180909;0000;35;;;
180910;0000;30;;;
180911;0000;23;;;
180912;0000;30;;;
180913;0000;27;;;
180914;0000;31;;;
180915;0000;18;;;
180916;0000;21;;;
180917;0000;30;;;
180918;0000;8;;;
180919;0000;24;;;
180920;0000;55;;;
180921;0000;21;;;
180922;0000;9;;;
180923;0000;8;;;
180924;0000;18;;;
180925;0000;33;;;
180926;0000;27;;;
180927;0000;22;;;
180928;0000;19;;;
180929;0000;5;;;
180930;0000;7;;;
181001;0000;11;;;
181002;0000;20;;;
181003;0000;19;;;
181004;0000;23;;;
181005;0000;25;;;
181006;0000;25;;;
181007;0000;22;;;
181008;0000;11;;;
181009;0000;16;;;
181010;0000;;;;
181011;0000;;;;
181012;0000;;;;
181013;0000;;;;
181014;0000;;;;
181015;0000;;;;
181016;0000;;;;
181017;0000;13;;;
181018;0000;10;;;
181019;0000;12;;;
181020;0000;14;;;
181021;0000;13;;;
181022;0000;11;;;
181023;0000;16;;;
181024;0000;13;;;
181025;0000;12;;;
181026;0000;17;;;
181027;0000;13;;;
181028;0000;12;;;
181029;0000;;;;
181030;0000;;;;
181031;0000;10;;;
181101;0000;20;;;
181102;0000;6;;;
181103;0000;13;;;
181104;0000;7;;;
181105;0000;9;;;
181106;0000;14;;;
181107;0000;17;;;
181108;0000;17;;;
181109;0000;11;;;
181110;0000;10;;;
181111;0000;7;;;
181112;0000;7;;;
181113;0000;8;;;
181114;0000;13;;;
181115;0000;11;;;
181116;0000;14;;;
181117;0000;22;;;
181118;0000;22;;;
181119;0000;23;;;
181120;0000;21;;;
181121;0000;18;;;
181122;0000;18;;;
181123;0000;19;;;
181124;0000;22;;;
181125;0000;12;;;
181126;0000;17;;;
181127;0000;16;;;
181128;0000;21;;;
181129;0000;20;;;
181130;0000;20;;;
181201;0000;19;;;
181202;0000;16;;;
181203;0000;;;;
181204;0000;10;;;
181205;0000;15;;;
181206;0000;24;;;
181207;0000;25;;;
181208;0000;19;;;
181209;0000;12;;;
181210;0000;13;;;
181211;0000;24;;;
181212;0000;20;;;
181213;0000;11;;;
181214;0000;17;;;
181215;0000;19;;;
181216;0000;21;;;
181217;0000;17;;;
181218;0000;19;;;
181219;0000;21;;;
181220;0000;20;;;
181221;0000;20;;;
181222;0000;22;;;
181223;0000;;;;
181224;0000;;;;
181225;0000;20;;;
181226;0000;17;;;
181227;0000;14;;;
181228;0000;17;;;
181229;0000;14;;;
181230;0000;11;;;
181231;0000;20;;;
190101;0000;23;;;
190102;0000;21;;;
190103;0000;29;;;
190104;0000;30;;;
190105;0000;26;;;
190106;0000;14;;;
190107;0000;15;;;
190108;0000;13;;;
190109;0000;;;;
190110;0000;12;;;
190111;0000;16;;;
190112;0000;14;;;
190113;0000;10;;;
190114;0000;15;;;
190115;0000;19;;;
190116;0000;17;;;
190117;0000;14;;;
190118;0000;27;;;
190119;0000;25;;;
190120;0000;18;;;
190121;0000;16;;;
190122;0000;24;;;
190123;0000;23;;;
190124;0000;21;;;
190125;0000;26;;;
190126;0000;32;;;
190127;0000;29;;;
190128;0000;22;;;
190129;0000;17;;;
190130;0000;17;;;
190131;0000;21;;;
190201;0000;29;;;
190202;0000;30;;;
190203;0000;32;;;
190204;0000;27;;;
190205;0000;23;;;
190206;0000;29;;;
190207;0000;34;;;
190208;0000;27;;;
190209;0000;32;;;
190210;0000;20;;;
190211;0000;19;;;
190212;0000;14;;;
190213;0000;11;;;
190214;0000;21;;;
190215;0000;27;;;
190216;0000;17;;;
190217;0000;18;;;
190218;0000;20;;;
190219;0000;21;;;
190220;0000;20;;;
190221;0000;15;;;
190222;0000;13;;;
190223;0000;12;;;
190224;0000;14;;;
190225;0000;17;;;
190226;0000;19;;;
190227;0000;23;;;
190228;0000;28;;;
190301;0000;21;;;
190302;0000;24;;;
190303;0000;20;;;
190304;0000;14;;;
190305;0000;27;;;
190306;0000;24;;;
190307;0000;14;;;
190308;0000;13;;;
190309;0000;17;;;
190310;0000;11;;;
190311;0000;17;;;
190312;0000;18;;;
190313;0000;28;;;
190314;0000;22;;;
190315;0000;17;;;
190316;0000;20;;;
190317;0000;17;;;
190318;0000;16;;;
190319;0000;15;;;
190320;0000;26;;;
190321;0000;;;18;
190322;0000;;;1;
190323;0000;;;2;
190324;0000;;;2;
190325;0000;;;;
190326;0000;;;;
190327;0000;24;;;
190328;0000;25;;;
190329;0000;30;;;
190330;0000;46;;;
190331;0000;21;;;
190401;0000;27;;;
190402;0000;33;;;
190403;0000;28;;;
190404;0000;28;;;
190405;0000;25;;;
190406;0000;28;;;
190407;0000;24;;;
190408;0000;29;;;
190409;0000;24;;;
190410;0000;30;;;
190411;0000;33;;;
190412;0000;36;;;
190413;0000;51;;;
190414;0000;53;;;
190415;0000;36;;;
190416;0000;28;;;
190417;0000;30;;;
190418;0000;27;;;
190419;0000;16;;;
190420;0000;27;;;
190421;0000;17;;;
190422;0000;22;;;
190423;0000;31;;;
190424;0000;28;;;
190425;0000;32;;;
190426;0000;28;;;
190427;0000;40;;;
190428;0000;41;;;
190429;0000;25;;;
190430;0000;29;;;
190501;0000;32;;;
190502;0000;29;;;
190503;0000;24;;;
190504;0000;14;;;
190505;0000;30;;;
190506;0000;37;;;
190507;0000;30;;;
190508;0000;33;;;
190509;0000;17;;;
190510;0000;31;;;
190511;0000;42;;;
190512;0000;44;;;
190513;0000;40;;;
190514;0000;48;;;
190515;0000;42;;;
190516;0000;43;;;
190517;0000;19;;;
190518;0000;15;;;
190519;0000;36;;;
190520;0000;19;;;
190521;0000;17;;;
190522;0000;33;;;
190523;0000;40;;;
190524;0000;51;;;
190525;0000;41;;;
190526;0000;28;;;
190527;0000;24;;;
190528;0000;31;;;
190529;0000;11;;;
190530;0000;13;;;
190531;0000;18;;;
190601;0000;43;;;
190602;0000;51;;;
190603;0000;35;;;
190604;0000;56;;;
190605;0000;51;;;
190606;0000;12;;;
190607;0000;27;;;
190608;0000;50;;;
190609;0000;54;;;
190610;0000;54;;;
190611;0000;44;;;
190612;0000;27;;;
190613;0000;9;;;
190614;0000;15;;;
190615;0000;14;;;
190616;0000;29;;;
190617;0000;32;;;
190618;0000;34;;;
190619;0000;58;;;
190620;0000;33;;;
190621;0000;59;;;
190622;0000;87;;;
190623;0000;76;;;
190624;0000;29;;;
190625;0000;24;;;
190626;0000;45;;;
190627;0000;61;;;
190628;0000;57;;;
190629;0000;13;;;
190630;0000;26;;;
190701;0000;45;;;
190702;0000;46;;;
190703;0000;46;;;
190704;0000;52;;;
190705;0000;80;;;
190706;0000;45;;;
190707;0000;44;;;
190708;0000;59;;;
190709;0000;48;;;
190710;0000;69;;;
190711;0000;64;;;
190712;0000;60;;;
190713;0000;72;;;
190714;0000;68;;;
190715;0000;67;;;
190716;0000;53;;;
190717;0000;63;;;
190718;0000;55;;;
190719;0000;64;;;
190720;0000;61;;;
190721;0000;12;;;
190722;0000;14;;;
190723;0000;37;;;
190724;0000;39;;;
190725;0000;39;;;
190726;0000;51;;;
190727;0000;65;;;
190728;0000;60;;;
190729;0000;36;;;
190730;0000;37;;;
190731;0000;20;;;
190801;0000;12;;;
190802;0000;31;;;
190803;0000;47;;;
190804;0000;36;;;
190805;0000;35;;;
190806;0000;29;;;
190807;0000;17;;;
190808;0000;21;;;
190809;0000;37;;;
190810;0000;49;;;
190811;0000;20;;;
190812;0000;23;;;
190813;0000;57;;;
190814;0000;30;;;
190815;0000;32;;;
190816;0000;34;;;
190817;0000;26;;;
190818;0000;30;;;
190819;0000;45;;;
190820;0000;38;;;
190821;0000;37;;;
190822;0000;49;;;
190823;0000;34;;;
190824;0000;37;;;
190825;0000;29;;;
190826;0000;30;;;
190827;0000;33;;;
190828;0000;23;;;
190829;0000;16;;;
190830;0000;19;;;
190831;0000;31;;;
190901;0000;34;;;
190902;0000;21;;;
190903;0000;26;;;
190904;0000;28;;;
190905;0000;12;;;
190906;0000;11;;;
190907;0000;11;;;
190908;0000;15;;;
190909;0000;9;;;
190910;0000;17;;;
190911;0000;11;;;
190912;0000;23;;;
190913;0000;24;;;
190914;0000;22;;;
190915;0000;10;;;
190916;0000;11;;;
190917;0000;17;;;
190918;0000;20;;;
190919;0000;12;;;
190920;0000;13;;;
190921;0000;24;;;
190922;0000;26;;;
190923;0000;18;;;
190924;0000;22;;;
190925;0000;30;;;
190926;0000;27;;;
190927;0000;17;;;
190928;0000;19;;;
190929;0000;16;;;
190930;0000;7;;;
191001;0000;6;;;
191002;0000;9;;;
191003;0000;10;;;
191004;0000;14;;;
191005;0000;18;;;
191006;0000;17;;;
191007;0000;13;;;
191008;0000;15;;;
191009;0000;21;;;
191010;0000;23;;;
191011;0000;21;;;
191012;0000;34;;;
191013;0000;35;;;
191014;0000;10;;;
191015;0000;12;;;
191016;0000;13;;;
191017;0000;13;;;
191018;0000;17;;;
191019;0000;19;;;
191020;0000;12;;;
191021;0000;24;;;
191022;0000;21;;;
191023;0000;23;;;
191024;0000;15;;;
191025;0000;18;;;
191026;0000;12;;;
191027;0000;8;;;
191028;0000;5;;;
191029;0000;9;;;
191030;0000;12;;;
191031;0000;10;;;
191101;0000;6;;;
191102;0000;11;;;
191103;0000;11;;;
191104;0000;11;;;
191105;0000;13;;;
191106;0000;14;;;
191107;0000;14;;;
191108;0000;25;;;
191109;0000;19;;;
191110;0000;16;;;
191111;0000;17;;;
191112;0000;16;;;
191113;0000;18;;;
191114;0000;15;;;
191115;0000;18;;;
191116;0000;9;;;
191117;0000;9;;;
191118;0000;14;;;
191119;0000;20;;;
191120;0000;16;;;
191121;0000;16;;;
191122;0000;14;;;
191123;0000;10;;;
191124;0000;8;;;
191125;0000;8;;;
191126;0000;9;;;
191127;0000;14;;;
191128;0000;11;;;
191129;0000;7;;;
191130;0000;12;;;
191201;0000;14;;;
191202;0000;17;;;
191203;0000;13;;;
191204;0000;14;;;
191205;0000;16;;;
191206;0000;20;;;
191207;0000;12;;;
191208;0000;11;;;
191209;0000;15;;;
191210;0000;13;;;
191211;0000;12;;;
191212;0000;13;;;
191213;0000;13;;;
191214;0000;12;;;
191215;0000;9;;;
191216;0000;12;;;
191217;0000;17;;;
191218;0000;14;;;
191219;0000;9;;;
191220;0000;10;;;
191221;0000;12;;;
191222;0000;15;;;
191223;0000;13;;;
191224;0000;8;;;
191225;0000;8;;;
191226;0000;11;;;
191227;0000;15;;;
191228;0000;16;;;
191229;0000;12;;;
191230;0000;13;;;
