FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170916;0000;;;;
170917;0000;41;;;
170918;0000;33;;;
170919;0000;12;;;
170920;0000;15;;;
170921;0000;25;;;
170922;0000;;;;
170923;0000;30;;;
170924;0000;16;;;
170925;0000;22;;;
170926;0000;30;;;
170927;0000;34;;;
170928;0000;29;;;
170929;0000;33;;;
170930;0000;15;;;
171001;0000;10;;;
171002;0000;22;;;
171003;0000;23;;;
171004;0000;10;;;
171005;0000;7;;;
171006;0000;20;;;
171007;0000;14;;;
171008;0000;10;;;
171009;0000;12;;;
171010;0000;9;;;
171011;0000;9;;;
171012;0000;7;;;
171013;0000;23;;;
171014;0000;28;;;
171015;0000;22;;;
171016;0000;15;;;
171017;0000;18;;;
171018;0000;15;;;
171019;0000;18;;;
171020;0000;19;;;
171021;0000;23;;;
171022;0000;25;;;
171023;0000;11;;;
171024;0000;10;;;
171025;0000;13;;;
171026;0000;14;;;
171027;0000;18;;;
171028;0000;8;;;
171029;0000;5;;;
171030;0000;10;;;
171031;0000;11;;;
171101;0000;9;;;
171102;0000;7;;;
171103;0000;10;;;
171104;0000;13;;;
171105;0000;13;;;
171106;0000;10;;;
171107;0000;15;;;
171108;0000;11;;;
171109;0000;8;;;
171110;0000;18;;;
171111;0000;19;;;
171112;0000;22;;;
171113;0000;14;;;
171114;0000;12;;;
171115;0000;10;;;
171116;0000;10;;;
171117;0000;10;;;
171118;0000;11;;;
171119;0000;16;;;
171120;0000;8;;;
171121;0000;16;;;
171122;0000;17;;;
171123;0000;17;;;
171124;0000;13;;;
171125;0000;19;;;
171126;0000;15;;;
171127;0000;16;;;
171128;0000;16;;;
171129;0000;14;;;
171130;0000;17;;;
171201;0000;16;;;
171202;0000;18;;;
171203;0000;12;;;
171204;0000;13;;;
171205;0000;18;;;
171206;0000;19;;;
171207;0000;17;;;
171208;0000;19;;;
171209;0000;18;;;
171210;0000;20;;;
171211;0000;18;;;
171212;0000;12;;;
171213;0000;9;;;
171214;0000;11;;;
171215;0000;11;;;
171216;0000;10;;;
171217;0000;12;;;
171218;0000;17;;;
171219;0000;17;;;
171220;0000;12;;;
171221;0000;12;;;
171222;0000;14;;;
171223;0000;13;;;
171224;0000;15;;;
171225;0000;15;;;
171226;0000;8;;;
171227;0000;8;;;
171228;0000;9;;;
171229;0000;10;;;
171230;0000;8;;;
171231;0000;11;;;
180101;0000;14;;;
180102;0000;13;;;
180103;0000;11;;;
180104;0000;7;;;
180105;0000;8;;;
180106;0000;12;;;
180107;0000;19;;;
180108;0000;10;;;
180109;0000;11;;;
180110;0000;20;;;
180111;0000;16;;;
180112;0000;15;;;
180113;0000;14;;;
180114;0000;15;;;
180115;0000;11;;;
180116;0000;11;;;
180117;0000;12;;;
180118;0000;12;;;
180119;0000;15;;;
180120;0000;15;;;
180121;0000;13;;;
180122;0000;13;;;
180123;0000;16;;;
180124;0000;16;;;
180125;0000;16;;;
180126;0000;15;;;
180127;0000;16;;;
180128;0000;14;;;
180129;0000;14;;;
180130;0000;14;;;
180131;0000;16;;;
180201;0000;17;;;
180202;0000;21;;;
180203;0000;19;;;
180204;0000;16;;;
180205;0000;16;;;
180206;0000;15;;;
180207;0000;14;;;
180208;0000;16;;;
180209;0000;11;;;
180210;0000;9;;;
180211;0000;17;;;
180212;0000;25;;;
180213;0000;22;;;
180214;0000;17;;;
180215;0000;17;;;
180216;0000;21;;;
180217;0000;15;;;
180218;0000;9;;;
180219;0000;9;;;
180220;0000;8;;;
180221;0000;10;;;
180222;0000;12;;;
180223;0000;16;;;
180224;0000;11;;;
180225;0000;9;;;
180226;0000;;;;
180227;0000;;;;
180228;0000;;;;
180301;0000;;;;
180302;0000;;;;
180303;0000;13;;;
180304;0000;13;;;
180305;0000;17;;;
180306;0000;19;;;
180307;0000;18;;;
180308;0000;17;;;
180309;0000;19;;;
180310;0000;12;;;
180311;0000;11;;;
180312;0000;12;;;
180313;0000;12;;;
180314;0000;12;;;
180315;0000;20;;;
180316;0000;10;;;
180317;0000;11;;;
180318;0000;7;;;
180319;0000;16;;;
180320;0000;19;;;
180321;0000;17;;;
180322;0000;8;;;
180323;0000;9;;;
180324;0000;22;;;
180325;0000;21;;;
180326;0000;19;;;
180327;0000;26;;;
180328;0000;28;;;
180329;0000;33;;;
180330;0000;20;;;
180331;0000;18;;;
180401;0000;13;;;
180402;0000;19;;;
180403;0000;21;;;
180404;0000;20;;;
180405;0000;22;;;
180406;0000;14;;;
180407;0000;18;;;
180408;0000;16;;;
180409;0000;13;;;
180410;0000;21;;;
180411;0000;9;;;
180412;0000;15;;;
180413;0000;15;;;
180414;0000;23;;;
180415;0000;34;;;
180416;0000;31;;;
180417;0000;32;;;
180418;0000;22;;;
180419;0000;22;;;
180420;0000;34;;;
180421;0000;37;;;
180422;0000;26;;;
180423;0000;27;;;
180424;0000;27;;;
180425;0000;33;;;
180426;0000;12;;;
180427;0000;30;;;
180428;0000;43;;;
180429;0000;24;;;
180430;0000;45;;;
180501;0000;;47;;
180502;0000;;26;;
180503;0000;;28;;
180504;0000;;40;;
180505;0000;;36;;
180506;0000;;20;;
180507;0000;;12;;
180508;0000;;20;;
180509;0000;;19;;
180510;0000;;23;;
180511;0000;;48;;
180512;0000;;59;;
180513;0000;;45;;
180514;0000;;39;;
180515;0000;;49;;
180516;0000;;42;;
180517;0000;;25;;
180518;0000;41;;;
180519;0000;63;;;
180520;0000;70;;;
180521;0000;40;;;
180522;0000;37;;;
180523;0000;;;;
180524;0000;70;;;
180525;0000;69;;;
180526;0000;52;;;
180527;0000;78;;;
180528;0000;49;;;
180529;0000;;;;
180530;0000;16;;;
180531;0000;17;;;
180601;0000;48;;;
180602;0000;82;;;
180603;0000;37;;;
180604;0000;73;;;
180605;0000;79;;;
180606;0000;50;;;
180607;0000;50;;;
180608;0000;54;;;
180609;0000;52;;;
180610;0000;6;;;
180611;0000;;;;
180612;0000;;;;
180613;0000;56;;;
180614;0000;75;;;
180615;0000;76;;;
180616;0000;113;;;
180617;0000;134;;;
180618;0000;67;;;
180619;0000;35;;;
180620;0000;62;;;
180621;0000;57;;;
180622;0000;58;;;
180623;0000;81;;;
180624;0000;67;;;
180625;0000;53;;;
180626;0000;67;;;
180627;0000;84;;;
180628;0000;61;;;
180629;0000;50;;;
180630;0000;60;;;
180701;0000;50;;;
180702;0000;34;;;
180703;0000;35;;;
180704;0000;27;;;
180705;0000;14;;;
180706;0000;18;;;
180707;0000;50;;;
180708;0000;73;;;
180709;0000;48;;;
180710;0000;26;;;
180711;0000;50;;;
180712;0000;70;;;
180713;0000;71;;;
180714;0000;56;;;
180715;0000;33;;;
180716;0000;48;;;
180717;0000;18;;;
180718;0000;12;;;
180719;0000;27;;;
180720;0000;51;;;
180721;0000;62;;;
180722;0000;30;;;
180723;0000;49;;;
180724;0000;69;;;
180725;0000;64;;;
180726;0000;54;;;
180727;0000;39;;;
180728;0000;61;;;
180729;0000;58;;;
180730;0000;54;;;
180731;0000;67;;;
180801;0000;60;;;
180802;0000;55;;;
180803;0000;66;;;
180804;0000;95;;;
180805;0000;86;;;
180806;0000;59;;;
180807;0000;11;;;
180808;0000;42;;;
180809;0000;49;;;
180810;0000;50;;;
180811;0000;57;;;
180812;0000;36;;;
180813;0000;15;;;
180814;0000;35;;;
180815;0000;43;;;
180816;0000;45;;;
180817;0000;34;;;
180818;0000;18;;;
180819;0000;37;;;
180820;0000;36;;;
180821;0000;41;;;
180822;0000;43;;;
180823;0000;31;;;
180824;0000;24;;;
180825;0000;44;;;
180826;0000;45;;;
180827;0000;18;;;
180828;0000;30;;;
180829;0000;33;;;
180830;0000;37;;;
180831;0000;23;;;
180901;0000;35;;;
180902;0000;39;;;
180903;0000;32;;;
180904;0000;35;;;
180905;0000;29;;;
180906;0000;40;;;
180907;0000;33;;;
180908;0000;42;;;
180909;0000;42;;;
180910;0000;34;;;
180911;0000;24;;;
180912;0000;26;;;
180913;0000;27;;;
180914;0000;25;;;
180915;0000;20;;;
180916;0000;20;;;
180917;0000;29;;;
180918;0000;12;;;
180919;0000;23;;;
180920;0000;44;;;
180921;0000;32;;;
180922;0000;8;;;
180923;0000;8;;;
180924;0000;17;;;
180925;0000;29;;;
180926;0000;28;;;
180927;0000;22;;;
180928;0000;20;;;
180929;0000;6;;;
180930;0000;7;;;
181001;0000;10;;;
181002;0000;;;15;
181003;0000;;;1;
181004;0000;;;;
181005;0000;;;;
181006;0000;;;;
181007;0000;;;;
181008;0000;;;;
181009;0000;13;;;
181010;0000;26;;;
181011;0000;17;;;
181012;0000;15;;;
181013;0000;17;;;
181014;0000;19;;;
181015;0000;14;;;
181016;0000;11;;;
181017;0000;10;;;
181018;0000;11;;;
181019;0000;11;;;
181020;0000;11;;;
181021;0000;11;;;
181022;0000;11;;;
181023;0000;;;;
181024;0000;10;;;
181025;0000;10;;;
181026;0000;13;;;
181027;0000;13;;;
181028;0000;11;;;
181029;0000;9;;;
181030;0000;5;;;
181031;0000;9;;;
181101;0000;18;;;
181102;0000;7;;;
181103;0000;11;;;
181104;0000;8;;;
181105;0000;11;;;
181106;0000;13;;;
181107;0000;16;;;
181108;0000;13;;;
181109;0000;8;;;
181110;0000;13;;;
181111;0000;6;;;
181112;0000;7;;;
181113;0000;7;;;
181114;0000;13;;;
181115;0000;11;;;
181116;0000;9;;;
181117;0000;12;;;
181118;0000;10;;;
181119;0000;10;;;
181120;0000;12;;;
181121;0000;9;;;
181122;0000;9;;;
181123;0000;10;;;
181124;0000;11;;;
181125;0000;10;;;
181126;0000;10;;;
181127;0000;13;;;
181128;0000;13;;;
181129;0000;15;;;
181130;0000;14;;;
181201;0000;14;;;
181202;0000;15;;;
181203;0000;13;;;
181204;0000;10;;;
181205;0000;11;;;
181206;0000;15;;;
181207;0000;18;;;
181208;0000;12;;;
181209;0000;8;;;
181210;0000;8;;;
181211;0000;15;;;
181212;0000;11;;;
181213;0000;6;;;
181214;0000;10;;;
181215;0000;12;;;
181216;0000;12;;;
181217;0000;12;;;
181218;0000;14;;;
181219;0000;17;;;
181220;0000;12;;;
181221;0000;14;;;
181222;0000;16;;;
181223;0000;16;;;
181224;0000;18;;;
181225;0000;15;;;
181226;0000;12;;;
181227;0000;8;;;
181228;0000;11;;;
181229;0000;9;;;
181230;0000;9;;;
181231;0000;15;;;
190101;0000;14;;;
190102;0000;12;;;
190103;0000;18;;;
190104;0000;29;;;
190105;0000;18;;;
190106;0000;9;;;
190107;0000;9;;;
190108;0000;7;;;
190109;0000;5;;;
190110;0000;10;;;
190111;0000;8;;;
190112;0000;8;;;
190113;0000;7;;;
190114;0000;8;;;
190115;0000;11;;;
190116;0000;11;;;
190117;0000;9;;;
190118;0000;19;;;
190119;0000;18;;;
190120;0000;16;;;
190121;0000;15;;;
190122;0000;12;;;
190123;0000;16;;;
190124;0000;17;;;
190125;0000;17;;;
190126;0000;19;;;
190127;0000;21;;;
190128;0000;21;;;
190129;0000;13;;;
190130;0000;16;;;
190131;0000;14;;;
190201;0000;19;;;
190202;0000;18;;;
190203;0000;15;;;
190204;0000;18;;;
190205;0000;17;;;
190206;0000;20;;;
190207;0000;35;;;
190208;0000;16;;;
190209;0000;25;;;
190210;0000;23;;;
190211;0000;13;;;
190212;0000;14;;;
190213;0000;12;;;
190214;0000;21;;;
190215;0000;24;;;
190216;0000;16;;;
190217;0000;16;;;
190218;0000;19;;;
190219;0000;21;;;
190220;0000;15;;;
190221;0000;14;;;
190222;0000;11;;;
190223;0000;11;;;
190224;0000;8;;;
190225;0000;13;;;
190226;0000;17;;;
190227;0000;18;;;
190228;0000;18;;;
190301;0000;14;;;
190302;0000;20;;;
190303;0000;11;;;
190304;0000;10;;;
190305;0000;12;;;
190306;0000;12;;;
190307;0000;9;;;
190308;0000;10;;;
190309;0000;14;;;
190310;0000;9;;;
190311;0000;11;;;
190312;0000;19;;;
190313;0000;18;;;
190314;0000;18;;;
190315;0000;15;;;
190316;0000;17;;;
190317;0000;15;;;
190318;0000;15;;;
190319;0000;9;;;
190320;0000;18;;;
190321;0000;;;;
190322;0000;;;;
190323;0000;;;;
190324;0000;;;;
190325;0000;;;;
190326;0000;23;;;
190327;0000;20;;;
190328;0000;21;;;
190329;0000;26;;;
190330;0000;39;;;
190331;0000;17;;;
190401;0000;24;;;
190402;0000;34;;;
190403;0000;26;;;
190404;0000;24;;;
190405;0000;26;;;
190406;0000;28;;;
190407;0000;33;;;
190408;0000;28;;;
190409;0000;19;;;
190410;0000;27;;;
190411;0000;35;;;
190412;0000;32;;;
190413;0000;46;;;
190414;0000;51;;;
190415;0000;37;;;
190416;0000;35;;;
190417;0000;33;;;
190418;0000;24;;;
190419;0000;19;;;
190420;0000;24;;;
190421;0000;21;;;
190422;0000;20;;;
190423;0000;24;;;
190424;0000;26;;;
190425;0000;31;;;
190426;0000;29;;;
190427;0000;42;;;
190428;0000;50;;;
190429;0000;27;;;
190430;0000;29;;;
190501;0000;43;;;
190502;0000;31;;;
190503;0000;18;;;
190504;0000;15;;;
190505;0000;30;;;
190506;0000;30;;;
190507;0000;26;;;
190508;0000;25;;;
190509;0000;18;;;
190510;0000;32;;;
190511;0000;58;;;
190512;0000;62;;;
190513;0000;47;;;
190514;0000;49;;;
190515;0000;56;;;
190516;0000;35;;;
190517;0000;22;;;
190518;0000;12;;;
190519;0000;36;;;
190520;0000;23;;;
190521;0000;20;;;
190522;0000;39;;;
190523;0000;50;;;
190524;0000;73;;;
190525;0000;52;;;
190526;0000;36;;;
190527;0000;36;;;
190528;0000;37;;;
190529;0000;;;17;
190530;0000;;;15;
190531;0000;;;;
190601;0000;65;;;
190602;0000;105;;;
190603;0000;56;;;
190604;0000;63;;;
190605;0000;46;;;
190606;0000;17;;;
190607;0000;38;;;
190608;0000;80;;;
190609;0000;87;;;
190610;0000;60;;;
190611;0000;48;;;
190612;0000;29;;;
190613;0000;10;;;
190614;0000;14;;;
190615;0000;17;;;
190616;0000;36;;;
190617;0000;42;;;
190618;0000;45;;;
190619;0000;70;;;
190620;0000;62;;;
190621;0000;54;;;
190622;0000;92;;;
190623;0000;76;;;
190624;0000;25;;;
190625;0000;33;;;
190626;0000;46;;;
190627;0000;54;;;
190628;0000;53;;;
190629;0000;21;;;
190630;0000;31;;;
190701;0000;53;;;
190702;0000;50;;;
190703;0000;58;;;
190704;0000;68;;;
190705;0000;96;;;
190706;0000;92;;;
190707;0000;47;;;
190708;0000;54;;;
190709;0000;48;;;
190710;0000;75;;;
190711;0000;66;;;
190712;0000;49;;;
190713;0000;77;;;
190714;0000;93;;;
190715;0000;105;;;
190716;0000;93;;;
190717;0000;63;;;
190718;0000;56;;;
190719;0000;73;;;
190720;0000;66;;;
190721;0000;12;;;
190722;0000;19;;;
190723;0000;39;;;
190724;0000;45;;;
190725;0000;38;;;
190726;0000;61;;;
190727;0000;91;;;
190728;0000;71;;;
190729;0000;33;;;
190730;0000;38;;;
190731;0000;25;;;
190801;0000;12;;;
190802;0000;43;;;
190803;0000;80;;;
190804;0000;83;;;
190805;0000;44;;;
190806;0000;25;;;
190807;0000;17;;;
190808;0000;25;;;
190809;0000;38;;;
190810;0000;48;;;
190811;0000;18;;;
190812;0000;30;;;
190813;0000;66;;;
190814;0000;;;66;
190815;0000;32;;;
190816;0000;27;;;
190817;0000;24;;;
190818;0000;36;;;
190819;0000;50;;;
190820;0000;42;;;
190821;0000;36;;;
190822;0000;48;;;
190823;0000;38;;;
190824;0000;40;;;
190825;0000;29;;;
190826;0000;32;;;
190827;0000;37;;;
190828;0000;27;;;
190829;0000;8;;;
190830;0000;15;;;
190831;0000;28;;;
190901;0000;28;;;
190902;0000;21;;;
190903;0000;27;;;
190904;0000;34;;;
190905;0000;14;;;
190906;0000;11;;;
190907;0000;9;;;
190908;0000;14;;;
190909;0000;;;;
190910;0000;;;;
190911;0000;;;6;
190912;0000;;;9;
190913;0000;32;;;
190914;0000;20;;;
190915;0000;10;;;
190916;0000;9;;;
190917;0000;15;;;
190918;0000;22;;;
190919;0000;12;;;
190920;0000;12;;;
190921;0000;24;;;
190922;0000;31;;;
190923;0000;17;;;
190924;0000;20;;;
190925;0000;28;;;
190926;0000;23;;;
190927;0000;15;;;
190928;0000;20;;;
190929;0000;14;;;
190930;0000;6;;;
191001;0000;4;;;
191002;0000;8;;;
191003;0000;8;;;
191004;0000;15;;;
191005;0000;18;;;
191006;0000;18;;;
191007;0000;12;;;
191008;0000;20;;;
191009;0000;21;;;
191010;0000;27;;;
191011;0000;21;;;
191012;0000;37;;;
191013;0000;40;;;
191014;0000;11;;;
191015;0000;12;;;
191016;0000;11;;;
191017;0000;12;;;
191018;0000;14;;;
191019;0000;;;;
191020;0000;;;;
191021;0000;32;;;
191022;0000;;;;
191023;0000;17;;;
191024;0000;;;;
191025;0000;;;;
191026;0000;11;;;
191027;0000;8;;;
191028;0000;9;;;
191029;0000;12;;;
191030;0000;12;;;
191031;0000;11;;;
191101;0000;7;;;
191102;0000;12;;;
191103;0000;14;;;
191104;0000;9;;;
191105;0000;12;;;
191106;0000;16;;;
191107;0000;22;;;
191108;0000;20;;;
191109;0000;23;;;
191110;0000;22;;;
191111;0000;16;;;
191112;0000;17;;;
191113;0000;19;;;
191114;0000;12;;;
191115;0000;23;;;
191116;0000;12;;;
191117;0000;18;;;
191118;0000;16;;;
191119;0000;21;;;
191120;0000;20;;;
191121;0000;18;;;
191122;0000;14;;;
191123;0000;11;;;
191124;0000;11;;;
191125;0000;7;;;
191126;0000;9;;;
191127;0000;13;;;
191128;0000;13;;;
191129;0000;8;;;
191130;0000;13;;;
191201;0000;15;;;
191202;0000;18;;;
191203;0000;12;;;
191204;0000;18;;;
191205;0000;17;;;
191206;0000;21;;;
191207;0000;13;;;
191208;0000;13;;;
191209;0000;15;;;
191210;0000;10;;;
191211;0000;10;;;
191212;0000;10;;;
191213;0000;16;;;
191214;0000;10;;;
191215;0000;9;;;
191216;0000;11;;;
191217;0000;17;;;
191218;0000;13;;;
191219;0000;8;;;
191220;0000;9;;;
191221;0000;14;;;
191222;0000;14;;;
191223;0000;24;;;
191224;0000;15;;;
191225;0000;10;;;
191226;0000;24;;;
191227;0000;21;;;
191228;0000;16;;;
191229;0000;12;;;
191230;0000;15;;;
