FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170701;0000;31;;;
170702;0000;65;;;
170703;0000;23;;;
170704;0000;14;;;
170705;0000;33;;;
170706;0000;39;;;
170707;0000;34;;;
170708;0000;49;;;
170709;0000;42;;;
170710;0000;46;;;
170711;0000;46;;;
170712;0000;32;;;
170713;0000;19;;;
170714;0000;19;;;
170715;0000;;;;
170716;0000;20;;;
170717;0000;26;;;
170718;0000;31;;;
170719;0000;36;;;
170720;0000;25;;;
170721;0000;34;;;
170722;0000;32;;;
170723;0000;47;;;
170724;0000;35;;;
170725;0000;47;;;
170726;0000;51;;;
170727;0000;47;;;
170728;0000;50;;;
170729;0000;46;;;
170730;0000;58;;;
170731;0000;68;;;
170801;0000;40;;;
170802;0000;36;;;
170803;0000;38;;;
170804;0000;54;;;
170805;0000;58;;;
170806;0000;58;;;
170807;0000;43;;;
170808;0000;43;;;
170809;0000;28;;;
170810;0000;6;;;
170811;0000;6;;;
170812;0000;21;;;
170813;0000;19;;;
170814;0000;16;;;
170815;0000;28;;;
170816;0000;33;;;
170817;0000;30;;;
170818;0000;29;;;
170819;0000;13;;;
170820;0000;23;;;
170821;0000;28;;;
170822;0000;25;;;
170823;0000;20;;;
170824;0000;20;;;
170825;0000;18;;;
170826;0000;35;;;
170827;0000;27;;;
170828;0000;10;;;
170829;0000;10;;;
170830;0000;28;;;
170831;0000;34;;;
170901;0000;25;;;
170902;0000;23;;;
170903;0000;14;;;
170904;0000;17;;;
170905;0000;24;;;
170906;0000;31;;;
170907;0000;25;;;
170908;0000;21;;;
170909;0000;30;;;
170910;0000;12;;;
170911;0000;22;;;
170912;0000;22;;;
170913;0000;16;;;
170914;0000;26;;;
170915;0000;28;;;
170916;0000;29;;;
170917;0000;37;;;
170918;0000;44;;;
170919;0000;14;;;
170920;0000;13;;;
170921;0000;19;;;
170922;0000;23;;;
170923;0000;21;;;
170924;0000;18;;;
170925;0000;17;;;
170926;0000;25;;;
170927;0000;29;;;
170928;0000;39;;;
170929;0000;35;;;
170930;0000;13;;;
171001;0000;8;;;
171002;0000;16;;;
171003;0000;18;;;
171004;0000;10;;;
171005;0000;;;;
171006;0000;;;;
171007;0000;;;;
171008;0000;;;;
171009;0000;;;;
171010;0000;;;;
171011;0000;;;;
171012;0000;8;;;
171013;0000;12;;;
171014;0000;20;;;
171015;0000;17;;;
171016;0000;14;;;
171017;0000;21;;;
171018;0000;18;;;
171019;0000;18;;;
171020;0000;22;;;
171021;0000;24;;;
171022;0000;11;;;
171023;0000;11;;;
171024;0000;9;;;
171025;0000;12;;;
171026;0000;15;;;
171027;0000;20;;;
171028;0000;9;;;
171029;0000;5;;;
171030;0000;9;;;
171031;0000;12;;;
171101;0000;11;;;
171102;0000;12;;;
171103;0000;17;;;
171104;0000;15;;;
171105;0000;14;;;
171106;0000;13;;;
171107;0000;21;;;
171108;0000;16;;;
171109;0000;12;;;
171110;0000;12;;;
171111;0000;17;;;
171112;0000;16;;;
171113;0000;16;;;
171114;0000;15;;;
171115;0000;11;;;
171116;0000;11;;;
171117;0000;13;;;
171118;0000;15;;;
171119;0000;13;;;
171120;0000;8;;;
171121;0000;11;;;
171122;0000;16;;;
171123;0000;16;;;
171124;0000;17;;;
171125;0000;19;;;
171126;0000;16;;;
171127;0000;18;;;
171128;0000;21;;;
171129;0000;18;;;
171130;0000;19;;;
171201;0000;18;;;
171202;0000;18;;;
171203;0000;14;;;
171204;0000;17;;;
171205;0000;21;;;
171206;0000;22;;;
171207;0000;19;;;
171208;0000;18;;;
171209;0000;16;;;
171210;0000;;;;
171211;0000;20;;;
171212;0000;17;;;
171213;0000;12;;;
171214;0000;12;;;
171215;0000;11;;;
171216;0000;12;;;
171217;0000;15;;;
171218;0000;16;;;
171219;0000;20;;;
171220;0000;18;;;
171221;0000;16;;;
171222;0000;16;;;
171223;0000;16;;;
171224;0000;22;;;
171225;0000;14;;;
171226;0000;11;;;
171227;0000;12;;;
171228;0000;12;;;
171229;0000;11;;;
171230;0000;10;;;
171231;0000;12;;;
180101;0000;13;;;
180102;0000;12;;;
180103;0000;11;;;
180104;0000;10;;;
180105;0000;10;;;
180106;0000;16;;;
180107;0000;13;;;
180108;0000;13;;;
180109;0000;15;;;
180110;0000;17;;;
180111;0000;17;;;
180112;0000;18;;;
180113;0000;20;;;
180114;0000;19;;;
180115;0000;15;;;
180116;0000;13;;;
180117;0000;15;;;
180118;0000;15;;;
180119;0000;16;;;
180120;0000;20;;;
180121;0000;16;;;
180122;0000;18;;;
180123;0000;18;;;
180124;0000;19;;;
180125;0000;16;;;
180126;0000;17;;;
180127;0000;15;;;
180128;0000;14;;;
180129;0000;17;;;
180130;0000;18;;;
180131;0000;18;;;
180201;0000;27;;;
180202;0000;23;;;
180203;0000;21;;;
180204;0000;20;;;
180205;0000;17;;;
180206;0000;19;;;
180207;0000;18;;;
180208;0000;17;;;
180209;0000;14;;;
180210;0000;12;;;
180211;0000;16;;;
180212;0000;18;;;
180213;0000;21;;;
180214;0000;23;;;
180215;0000;22;;;
180216;0000;22;;;
180217;0000;17;;;
180218;0000;10;;;
180219;0000;11;;;
180220;0000;7;;;
180221;0000;10;;;
180222;0000;12;;;
180223;0000;16;;;
180224;0000;13;;;
180225;0000;12;;;
180226;0000;14;;;
180227;0000;18;;;
180228;0000;17;;;
180301;0000;19;;;
180302;0000;19;;;
180303;0000;16;;;
180304;0000;18;;;
180305;0000;16;;;
180306;0000;17;;;
180307;0000;27;;;
180308;0000;;;20;
180309;0000;;;;
180310;0000;;;;
180311;0000;;;;
180312;0000;;;;
180313;0000;;;;
180314;0000;42;;;
180315;0000;;;;
180316;0000;;;;
180317;0000;8;;;
180318;0000;5;;;
180319;0000;13;;;
180320;0000;21;;;
180321;0000;18;;;
180322;0000;14;;;
180323;0000;8;;;
180324;0000;15;;;
180325;0000;11;;;
180326;0000;17;;;
180327;0000;19;;;
180328;0000;21;;;
180329;0000;20;;;
180330;0000;14;;;
180331;0000;9;;;
180401;0000;14;;;
180402;0000;19;;;
180403;0000;24;;;
180404;0000;20;;;
180405;0000;20;;;
180406;0000;17;;;
180407;0000;22;;;
180408;0000;17;;;
180409;0000;17;;;
180410;0000;14;;;
180411;0000;8;;;
180412;0000;17;;;
180413;0000;23;;;
180414;0000;30;;;
180415;0000;25;;;
180416;0000;29;;;
180417;0000;27;;;
180418;0000;24;;;
180419;0000;25;;;
180420;0000;28;;;
180421;0000;29;;;
180422;0000;25;;;
180423;0000;24;;;
180424;0000;28;;;
180425;0000;23;;;
180426;0000;19;;;
180427;0000;22;;;
180428;0000;35;;;
180429;0000;31;;;
180430;0000;47;;;
180501;0000;36;;;
180502;0000;29;;;
180503;0000;29;;;
180504;0000;28;;;
180505;0000;21;;;
180506;0000;16;;;
180507;0000;12;;;
180508;0000;18;;;
180509;0000;20;;;
180510;0000;21;;;
180511;0000;27;;;
180512;0000;25;;;
180513;0000;45;;;
180514;0000;43;;;
180515;0000;46;;;
180516;0000;40;;;
180517;0000;27;;;
180518;0000;22;;;
180519;0000;27;;;
180520;0000;21;;;
180521;0000;23;;;
180522;0000;22;;;
180523;0000;28;;;
180524;0000;27;;;
180525;0000;32;;;
180526;0000;66;;;
180527;0000;45;;;
180528;0000;26;;;
180529;0000;9;;;
180530;0000;17;;;
180531;0000;22;;;
180601;0000;34;;;
180602;0000;47;;;
180603;0000;28;;;
180604;0000;47;;;
180605;0000;33;;;
180606;0000;23;;;
180607;0000;24;;;
180608;0000;34;;;
180609;0000;19;;;
180610;0000;;;;
180611;0000;4;;;
180612;0000;10;;;
180613;0000;17;;;
180614;0000;34;;;
180615;0000;58;;;
180616;0000;44;;;
180617;0000;38;;;
180618;0000;32;;;
180619;0000;46;;;
180620;0000;47;;;
180621;0000;45;;;
180622;0000;44;;;
180623;0000;70;;;
180624;0000;46;;;
180625;0000;40;;;
180626;0000;54;;;
180627;0000;41;;;
180628;0000;29;;;
180629;0000;40;;;
180630;0000;45;;;
180701;0000;29;;;
180702;0000;21;;;
180703;0000;23;;;
180704;0000;12;;;
180705;0000;;;;
180706;0000;;;;
180707;0000;24;;;
180708;0000;41;;;
180709;0000;39;;;
180710;0000;33;;;
180711;0000;53;;;
180712;0000;59;;;
180713;0000;38;;;
180714;0000;30;;;
180715;0000;34;;;
180716;0000;34;;;
180717;0000;20;;;
180718;0000;15;;;
180719;0000;23;;;
180720;0000;30;;;
180721;0000;33;;;
180722;0000;32;;;
180723;0000;31;;;
180724;0000;37;;;
180725;0000;35;;;
180726;0000;49;;;
180727;0000;31;;;
180728;0000;33;;;
180729;0000;35;;;
180730;0000;27;;;
180731;0000;42;;;
180801;0000;53;;;
180802;0000;49;;;
180803;0000;48;;;
180804;0000;49;;;
180805;0000;57;;;
180806;0000;63;;;
180807;0000;7;;;
180808;0000;19;;;
180809;0000;18;;;
180810;0000;27;;;
180811;0000;35;;;
180812;0000;35;;;
180813;0000;16;;;
180814;0000;25;;;
180815;0000;22;;;
180816;0000;29;;;
180817;0000;33;;;
180818;0000;28;;;
180819;0000;28;;;
180820;0000;26;;;
180821;0000;33;;;
180822;0000;48;;;
180823;0000;22;;;
180824;0000;16;;;
180825;0000;32;;;
180826;0000;21;;;
180827;0000;21;;;
180828;0000;36;;;
180829;0000;30;;;
180830;0000;22;;;
180831;0000;;;;
180901;0000;;;;
180902;0000;18;;;
180903;0000;19;;;
180904;0000;21;;;
180905;0000;27;;;
180906;0000;30;;;
180907;0000;24;;;
180908;0000;22;;;
180909;0000;20;;;
180910;0000;18;;;
180911;0000;18;;;
180912;0000;23;;;
180913;0000;21;;;
180914;0000;28;;;
180915;0000;16;;;
180916;0000;19;;;
180917;0000;32;;;
180918;0000;8;;;
180919;0000;20;;;
180920;0000;25;;;
180921;0000;11;;;
180922;0000;11;;;
180923;0000;11;;;
180924;0000;21;;;
180925;0000;27;;;
180926;0000;25;;;
180927;0000;21;;;
180928;0000;19;;;
180929;0000;4;;;
180930;0000;6;;;
181001;0000;9;;;
181002;0000;10;;;
181003;0000;14;;;
181004;0000;16;;;
181005;0000;26;;;
181006;0000;22;;;
181007;0000;18;;;
181008;0000;9;;;
181009;0000;14;;;
181010;0000;22;;;
181011;0000;14;;;
181012;0000;21;;;
181013;0000;22;;;
181014;0000;19;;;
181015;0000;16;;;
181016;0000;15;;;
181017;0000;12;;;
181018;0000;9;;;
181019;0000;12;;;
181020;0000;15;;;
181021;0000;16;;;
181022;0000;;;;
181023;0000;;;;
181024;0000;;;;
181025;0000;;;;
181026;0000;;;;
181027;0000;;;;
181028;0000;;;;
181029;0000;;;;
181030;0000;15;;;
181031;0000;24;;;
181101;0000;19;;;
181102;0000;4;;;
181103;0000;9;;;
181104;0000;6;;;
181105;0000;7;;;
181106;0000;10;;;
181107;0000;11;;;
181108;0000;10;;;
181109;0000;4;;;
181110;0000;2;;;
181111;0000;3;;;
181112;0000;2;;;
181113;0000;;;;
181114;0000;7;;;
181115;0000;7;;;
181116;0000;6;;;
181117;0000;8;;;
181118;0000;7;;;
181119;0000;11;;;
181120;0000;9;;;
181121;0000;8;;;
181122;0000;5;;;
181123;0000;9;;;
181124;0000;7;;;
181125;0000;7;;;
181126;0000;7;;;
181127;0000;8;;;
181128;0000;10;;;
181129;0000;12;;;
181130;0000;10;;;
181201;0000;10;;;
181202;0000;9;;;
181203;0000;9;;;
181204;0000;5;;;
181205;0000;11;;;
181206;0000;10;;;
181207;0000;15;;;
181208;0000;9;;;
181209;0000;;;5;
181210;0000;5;;;
181211;0000;8;;;
181212;0000;9;;;
181213;0000;3;;;
181214;0000;7;;;
181215;0000;9;;;
181216;0000;8;;;
181217;0000;9;;;
181218;0000;12;;;
181219;0000;16;;;
181220;0000;11;;;
181221;0000;15;;;
181222;0000;14;;;
181223;0000;;;;
181224;0000;;;;
181225;0000;;;;
181226;0000;;;;
181227;0000;9;;;
181228;0000;9;;;
181229;0000;9;;;
181230;0000;10;;;
181231;0000;15;;;
190101;0000;21;;;
190102;0000;15;;;
190103;0000;18;;;
190104;0000;19;;;
190105;0000;20;;;
190106;0000;8;;;
190107;0000;5;;;
190108;0000;6;;;
190109;0000;5;;;
190110;0000;8;;;
190111;0000;8;;;
190112;0000;12;;;
190113;0000;5;;;
190114;0000;8;;;
190115;0000;9;;;
190116;0000;11;;;
190117;0000;6;;;
190118;0000;12;;;
190119;0000;16;;;
190120;0000;17;;;
190121;0000;14;;;
190122;0000;12;;;
190123;0000;15;;;
190124;0000;17;;;
190125;0000;19;;;
190126;0000;18;;;
190127;0000;15;;;
190128;0000;14;;;
190129;0000;13;;;
190130;0000;14;;;
190131;0000;10;;;
190201;0000;14;;;
190202;0000;16;;;
190203;0000;15;;;
190204;0000;15;;;
190205;0000;18;;;
190206;0000;16;;;
190207;0000;17;;;
190208;0000;16;;;
190209;0000;14;;;
190210;0000;11;;;
190211;0000;9;;;
190212;0000;7;;;
190213;0000;6;;;
190214;0000;13;;;
190215;0000;25;;;
190216;0000;15;;;
190217;0000;17;;;
190218;0000;15;;;
190219;0000;17;;;
190220;0000;15;;;
190221;0000;13;;;
190222;0000;10;;;
190223;0000;10;;;
190224;0000;6;;;
190225;0000;6;;;
190226;0000;10;;;
190227;0000;14;;;
190228;0000;16;;;
190301;0000;17;;;
190302;0000;16;;;
190303;0000;10;;;
190304;0000;9;;;
190305;0000;10;;;
190306;0000;11;;;
190307;0000;6;;;
190308;0000;9;;;
190309;0000;11;;;
190310;0000;7;;;
190311;0000;11;;;
190312;0000;12;;;
190313;0000;14;;;
190314;0000;16;;;
190315;0000;13;;;
190316;0000;12;;;
190317;0000;12;;;
190318;0000;11;;;
190319;0000;12;;;
190320;0000;14;;;
190321;0000;20;;;
190322;0000;28;;;
190323;0000;21;;;
190324;0000;15;;;
190325;0000;;;;
190326;0000;;;;
190327;0000;;;;
190328;0000;;;;
190329;0000;;;;
190330;0000;36;;;
190331;0000;19;;;
190401;0000;23;;;
190402;0000;28;;;
190403;0000;31;;;
190404;0000;34;;;
190405;0000;22;;;
190406;0000;18;;;
190407;0000;15;;;
190408;0000;27;;;
190409;0000;20;;;
190410;0000;27;;;
190411;0000;27;;;
190412;0000;36;;;
190413;0000;45;;;
190414;0000;46;;;
190415;0000;28;;;
190416;0000;24;;;
190417;0000;24;;;
190418;0000;27;;;
190419;0000;26;;;
190420;0000;34;;;
190421;0000;29;;;
190422;0000;23;;;
190423;0000;33;;;
190424;0000;30;;;
190425;0000;32;;;
190426;0000;35;;;
190427;0000;35;;;
190428;0000;29;;;
190429;0000;25;;;
190430;0000;24;;;
190501;0000;21;;;
190502;0000;25;;;
190503;0000;28;;;
190504;0000;17;;;
190505;0000;24;;;
190506;0000;29;;;
190507;0000;35;;;
190508;0000;42;;;
190509;0000;21;;;
190510;0000;25;;;
190511;0000;30;;;
190512;0000;25;;;
190513;0000;27;;;
190514;0000;28;;;
190515;0000;40;;;
190516;0000;47;;;
190517;0000;33;;;
190518;0000;30;;;
190519;0000;27;;;
190520;0000;22;;;
190521;0000;17;;;
190522;0000;22;;;
190523;0000;20;;;
190524;0000;31;;;
190525;0000;28;;;
190526;0000;26;;;
190527;0000;19;;;
190528;0000;26;;;
190529;0000;7;;;
190530;0000;7;;;
190531;0000;13;;;
190601;0000;32;;;
190602;0000;24;;;
190603;0000;31;;;
190604;0000;29;;;
190605;0000;25;;;
190606;0000;12;;;
190607;0000;20;;;
190608;0000;33;;;
190609;0000;30;;;
190610;0000;40;;;
190611;0000;34;;;
190612;0000;17;;;
190613;0000;6;;;
190614;0000;8;;;
190615;0000;18;;;
190616;0000;34;;;
190617;0000;20;;;
190618;0000;26;;;
190619;0000;38;;;
190620;0000;23;;;
190621;0000;67;;;
190622;0000;66;;;
190623;0000;53;;;
190624;0000;26;;;
190625;0000;24;;;
190626;0000;43;;;
190627;0000;56;;;
190628;0000;33;;;
190629;0000;13;;;
190630;0000;26;;;
190701;0000;35;;;
190702;0000;33;;;
190703;0000;34;;;
190704;0000;38;;;
190705;0000;48;;;
190706;0000;40;;;
190707;0000;54;;;
190708;0000;59;;;
190709;0000;52;;;
190710;0000;47;;;
190711;0000;48;;;
190712;0000;49;;;
190713;0000;45;;;
190714;0000;37;;;
190715;0000;45;;;
190716;0000;46;;;
190717;0000;54;;;
190718;0000;47;;;
190719;0000;39;;;
190720;0000;42;;;
190721;0000;14;;;
190722;0000;17;;;
190723;0000;28;;;
190724;0000;33;;;
190725;0000;38;;;
190726;0000;39;;;
190727;0000;68;;;
190728;0000;39;;;
190729;0000;27;;;
190730;0000;28;;;
190731;0000;18;;;
190801;0000;14;;;
190802;0000;25;;;
190803;0000;31;;;
190804;0000;27;;;
190805;0000;28;;;
190806;0000;32;;;
190807;0000;26;;;
190808;0000;24;;;
190809;0000;34;;;
190810;0000;41;;;
190811;0000;32;;;
190812;0000;20;;;
190813;0000;28;;;
190814;0000;20;;;
190815;0000;32;;;
190816;0000;32;;;
190817;0000;30;;;
190818;0000;41;;;
190819;0000;40;;;
190820;0000;20;;;
190821;0000;41;;;
190822;0000;35;;;
190823;0000;23;;;
190824;0000;35;;;
190825;0000;30;;;
190826;0000;21;;;
190827;0000;23;;;
190828;0000;16;;;
190829;0000;10;;;
190830;0000;22;;;
190831;0000;26;;;
190901;0000;22;;;
190902;0000;13;;;
190903;0000;17;;;
190904;0000;20;;;
190905;0000;13;;;
190906;0000;12;;;
190907;0000;11;;;
190908;0000;16;;;
190909;0000;7;;;
190910;0000;11;;;
190911;0000;12;;;
190912;0000;16;;;
190913;0000;23;;;
190914;0000;23;;;
190915;0000;12;;;
190916;0000;12;;;
190917;0000;19;;;
190918;0000;27;;;
190919;0000;18;;;
190920;0000;15;;;
190921;0000;14;;;
190922;0000;13;;;
190923;0000;21;;;
190924;0000;23;;;
190925;0000;26;;;
190926;0000;26;;;
190927;0000;19;;;
190928;0000;23;;;
190929;0000;18;;;
190930;0000;10;;;
191001;0000;5;;;
191002;0000;10;;;
191003;0000;13;;;
191004;0000;15;;;
191005;0000;19;;;
191006;0000;15;;;
191007;0000;13;;;
191008;0000;13;;;
191009;0000;14;;;
191010;0000;16;;;
191011;0000;20;;;
191012;0000;41;;;
191013;0000;35;;;
191014;0000;11;;;
191015;0000;15;;;
191016;0000;18;;;
191017;0000;;;;
191018;0000;19;;;
191019;0000;20;;;
191020;0000;12;;;
191021;0000;37;;;
191022;0000;19;;;
191023;0000;15;;;
191024;0000;16;;;
191025;0000;17;;;
191026;0000;13;;;
191027;0000;10;;;
191028;0000;7;;;
191029;0000;7;;;
191030;0000;13;;;
191031;0000;14;;;
191101;0000;10;;;
191102;0000;14;;;
191103;0000;13;;;
191104;0000;14;;;
191105;0000;15;;;
191106;0000;14;;;
191107;0000;15;;;
191108;0000;21;;;
191109;0000;20;;;
191110;0000;17;;;
191111;0000;19;;;
191112;0000;18;;;
191113;0000;20;;;
191114;0000;19;;;
191115;0000;17;;;
191116;0000;11;;;
191117;0000;13;;;
191118;0000;13;;;
191119;0000;17;;;
191120;0000;16;;;
191121;0000;13;;;
191122;0000;17;;;
191123;0000;13;;;
191124;0000;10;;;
191125;0000;8;;;
191126;0000;12;;;
191127;0000;12;;;
191128;0000;12;;;
191129;0000;12;;;
191130;0000;15;;;
191201;0000;14;;;
191202;0000;21;;;
191203;0000;15;;;
191204;0000;15;;;
191205;0000;14;;;
191206;0000;16;;;
191207;0000;14;;;
191208;0000;14;;;
191209;0000;15;;;
191210;0000;13;;;
191211;0000;14;;;
191212;0000;13;;;
191213;0000;20;;;
191214;0000;20;;;
191215;0000;12;;;
191216;0000;15;;;
191217;0000;15;;;
191218;0000;16;;;
191219;0000;11;;;
191220;0000;11;;;
191221;0000;13;;;
191222;0000;13;;;
191223;0000;13;;;
191224;0000;12;;;
191225;0000;8;;;
191226;0000;10;;;
191227;0000;13;;;
191228;0000;15;;;
191229;0000;14;;;
191230;0000;14;;;
