Consulta_por,n_pacientes,Comuna,Mes,Año
NEUMONÍA,60,Las Condes,enero,2019
ASMA,64,Las Condes,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,54,Las Condes,enero,2019
OTRAS RESPIRATORIAS,258,Las Condes,enero,2019
CARDIOVASCULAR,380,Las Condes,enero,2019
IRA ALTA,216,Lo Barnechea,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,48,Lo Barnechea,enero,2019
NEUMONÍA,26,Lo Barnechea,enero,2019
ASMA,38,Lo Barnechea,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,20,Lo Barnechea,enero,2019
OTRAS RESPIRATORIAS,90,Lo Barnechea,enero,2019
CARDIOVASCULAR,644,Lo Barnechea,enero,2019
IRA ALTA,656,Lo Espejo,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,166,Lo Espejo,enero,2019
NEUMONÍA,78,Lo Espejo,enero,2019
ASMA,20,Lo Espejo,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Lo Espejo,enero,2019
OTRAS RESPIRATORIAS,172,Lo Espejo,enero,2019
CARDIOVASCULAR,820,Lo Espejo,enero,2019
IRA ALTA,656,Lo Prado,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,40,Lo Prado,enero,2019
NEUMONÍA,58,Lo Prado,enero,2019
ASMA,22,Lo Prado,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,14,Lo Prado,enero,2019
OTRAS RESPIRATORIAS,280,Lo Prado,enero,2019
CARDIOVASCULAR,134,Lo Prado,enero,2019
IRA ALTA,84,Macul,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,90,Macul,enero,2019
NEUMONÍA,4,Macul,enero,2019
ASMA,170,Macul,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,122,Macul,enero,2019
OTRAS RESPIRATORIAS,148,Macul,enero,2019
CARDIOVASCULAR,28,Macul,enero,2019
IRA ALTA,834,Maipu,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,190,Maipu,enero,2019
NEUMONÍA,60,Maipu,enero,2019
ASMA,328,Maipu,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,110,Maipu,enero,2019
OTRAS RESPIRATORIAS,664,Maipu,enero,2019
CARDIOVASCULAR,40,Maipu,enero,2019
IRA ALTA,316,Ñuñoa,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,46,Ñuñoa,enero,2019
NEUMONÍA,26,Ñuñoa,enero,2019
ASMA,58,Ñuñoa,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,58,Ñuñoa,enero,2019
OTRAS RESPIRATORIAS,212,Ñuñoa,enero,2019
CARDIOVASCULAR,0,Ñuñoa,enero,2019
IRA ALTA,258,Pedro Aguirre Cerda,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,76,Pedro Aguirre Cerda,enero,2019
NEUMONÍA,42,Pedro Aguirre Cerda,enero,2019
ASMA,50,Pedro Aguirre Cerda,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,46,Pedro Aguirre Cerda,enero,2019
OTRAS RESPIRATORIAS,356,Pedro Aguirre Cerda,enero,2019
CARDIOVASCULAR,406,Pedro Aguirre Cerda,enero,2019
IRA ALTA,3.302,Peñalolén,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,820,Peñalolén,enero,2019
NEUMONÍA,356,Peñalolén,enero,2019
ASMA,632,Peñalolén,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,158,Peñalolén,enero,2019
OTRAS RESPIRATORIAS,964,Peñalolén,enero,2019
CARDIOVASCULAR,910,Peñalolén,enero,2019
IRA ALTA,68,Providencia,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,6,Providencia,enero,2019
NEUMONÍA,14,Providencia,enero,2019
ASMA,22,Providencia,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Providencia,enero,2019
OTRAS RESPIRATORIAS,76,Providencia,enero,2019
CARDIOVASCULAR,10,Providencia,enero,2019
IRA ALTA,1.152,Pudahuel,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,274,Pudahuel,enero,2019
NEUMONÍA,220,Pudahuel,enero,2019
ASMA,58,Pudahuel,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,Pudahuel,enero,2019
OTRAS RESPIRATORIAS,966,Pudahuel,enero,2019
CARDIOVASCULAR,16,Pudahuel,enero,2019
IRA ALTA,2.534,Quilicura,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,398,Quilicura,enero,2019
NEUMONÍA,74,Quilicura,enero,2019
ASMA,148,Quilicura,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Quilicura,enero,2019
OTRAS RESPIRATORIAS,162,Quilicura,enero,2019
CARDIOVASCULAR,470,Quilicura,enero,2019
IRA ALTA,718,Quinta Normal,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,50,Quinta Normal,enero,2019
NEUMONÍA,150,Quinta Normal,enero,2019
ASMA,38,Quinta Normal,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,30,Quinta Normal,enero,2019
OTRAS RESPIRATORIAS,478,Quinta Normal,enero,2019
CARDIOVASCULAR,866,Quinta Normal,enero,2019
IRA ALTA,546,Recoleta,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,90,Recoleta,enero,2019
NEUMONÍA,36,Recoleta,enero,2019
ASMA,54,Recoleta,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,34,Recoleta,enero,2019
OTRAS RESPIRATORIAS,302,Recoleta,enero,2019
CARDIOVASCULAR,4,Recoleta,enero,2019
IRA ALTA,700,Renca,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,80,Renca,enero,2019
NEUMONÍA,40,Renca,enero,2019
ASMA,88,Renca,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,50,Renca,enero,2019
OTRAS RESPIRATORIAS,196,Renca,enero,2019
CARDIOVASCULAR,460,Renca,enero,2019
IRA ALTA,742,San Joaquín,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,42,San Joaquín,enero,2019
NEUMONÍA,32,San Joaquín,enero,2019
ASMA,38,San Joaquín,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,San Joaquín,enero,2019
OTRAS RESPIRATORIAS,164,San Joaquín,enero,2019
CARDIOVASCULAR,294,San Joaquín,enero,2019
IRA ALTA,336,San Miguel,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,62,San Miguel,enero,2019
NEUMONÍA,16,San Miguel,enero,2019
ASMA,94,San Miguel,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,66,San Miguel,enero,2019
OTRAS RESPIRATORIAS,310,San Miguel,enero,2019
CARDIOVASCULAR,0,San Miguel,enero,2019
IRA ALTA,244,San Ramón,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,42,San Ramón,enero,2019
NEUMONÍA,12,San Ramón,enero,2019
ASMA,42,San Ramón,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,10,San Ramón,enero,2019
OTRAS RESPIRATORIAS,62,San Ramón,enero,2019
CARDIOVASCULAR,188,San Ramón,enero,2019
IRA ALTA,0,Vitacura,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,0,Vitacura,enero,2019
NEUMONÍA,0,Vitacura,enero,2019
ASMA,0,Vitacura,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Vitacura,enero,2019
OTRAS RESPIRATORIAS,8,Vitacura,enero,2019
CARDIOVASCULAR,0,Vitacura,enero,2019
IRA ALTA,3.086,Puente Alto,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,948,Puente Alto,enero,2019
NEUMONÍA,358,Puente Alto,enero,2019
ASMA,460,Puente Alto,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,176,Puente Alto,enero,2019
OTRAS RESPIRATORIAS,2.114,Puente Alto,enero,2019
CARDIOVASCULAR,0,Puente Alto,enero,2019
IRA ALTA,216,Pirque,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,2,Pirque,enero,2019
NEUMONÍA,26,Pirque,enero,2019
ASMA,2,Pirque,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Pirque,enero,2019
OTRAS RESPIRATORIAS,38,Pirque,enero,2019
CARDIOVASCULAR,128,Pirque,enero,2019
IRA ALTA,116,San José De Maipo,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,6,San José De Maipo,enero,2019
NEUMONÍA,22,San José De Maipo,enero,2019
ASMA,16,San José De Maipo,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,16,San José De Maipo,enero,2019
OTRAS RESPIRATORIAS,160,San José De Maipo,enero,2019
CARDIOVASCULAR,0,San José De Maipo,enero,2019
IRA ALTA,122,Colina,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,74,Colina,enero,2019
NEUMONÍA,20,Colina,enero,2019
ASMA,16,Colina,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,Colina,enero,2019
OTRAS RESPIRATORIAS,86,Colina,enero,2019
CARDIOVASCULAR,0,Colina,enero,2019
IRA ALTA,802,Lampa,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,64,Lampa,enero,2019
NEUMONÍA,40,Lampa,enero,2019
ASMA,60,Lampa,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,34,Lampa,enero,2019
OTRAS RESPIRATORIAS,1.094,Lampa,enero,2019
CARDIOVASCULAR,110,Lampa,enero,2019
IRA ALTA,70,Tiltil,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,8,Tiltil,enero,2019
NEUMONÍA,6,Tiltil,enero,2019
ASMA,26,Tiltil,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,28,Tiltil,enero,2019
OTRAS RESPIRATORIAS,30,Tiltil,enero,2019
CARDIOVASCULAR,218,Tiltil,enero,2019
IRA ALTA,1.742,San Bernardo,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,362,San Bernardo,enero,2019
NEUMONÍA,142,San Bernardo,enero,2019
ASMA,232,San Bernardo,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,174,San Bernardo,enero,2019
OTRAS RESPIRATORIAS,504,San Bernardo,enero,2019
CARDIOVASCULAR,784,San Bernardo,enero,2019
IRA ALTA,614,Buin,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,118,Buin,enero,2019
NEUMONÍA,122,Buin,enero,2019
ASMA,58,Buin,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,32,Buin,enero,2019
OTRAS RESPIRATORIAS,188,Buin,enero,2019
CARDIOVASCULAR,0,Buin,enero,2019
IRA ALTA,298,Calera De Tango,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,14,Calera De Tango,enero,2019
NEUMONÍA,6,Calera De Tango,enero,2019
ASMA,8,Calera De Tango,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Calera De Tango,enero,2019
OTRAS RESPIRATORIAS,58,Calera De Tango,enero,2019
CARDIOVASCULAR,288,Calera De Tango,enero,2019
IRA ALTA,844,Paine,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,70,Paine,enero,2019
NEUMONÍA,42,Paine,enero,2019
ASMA,52,Paine,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,40,Paine,enero,2019
OTRAS RESPIRATORIAS,298,Paine,enero,2019
CARDIOVASCULAR,26,Paine,enero,2019
IRA ALTA,942,Melipilla,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,126,Melipilla,enero,2019
NEUMONÍA,48,Melipilla,enero,2019
ASMA,96,Melipilla,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,30,Melipilla,enero,2019
OTRAS RESPIRATORIAS,160,Melipilla,enero,2019
CARDIOVASCULAR,656,Melipilla,enero,2019
IRA ALTA,52,Alhué,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,0,Alhué,enero,2019
NEUMONÍA,8,Alhué,enero,2019
ASMA,2,Alhué,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Alhué,enero,2019
OTRAS RESPIRATORIAS,22,Alhué,enero,2019
CARDIOVASCULAR,126,Alhué,enero,2019
IRA ALTA,0,Curacaví,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,0,Curacaví,enero,2019
NEUMONÍA,0,Curacaví,enero,2019
ASMA,0,Curacaví,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Curacaví,enero,2019
OTRAS RESPIRATORIAS,18,Curacaví,enero,2019
CARDIOVASCULAR,0,Curacaví,enero,2019
IRA ALTA,386,Maria Pinto,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,56,Maria Pinto,enero,2019
NEUMONÍA,36,Maria Pinto,enero,2019
ASMA,22,Maria Pinto,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,Maria Pinto,enero,2019
OTRAS RESPIRATORIAS,106,Maria Pinto,enero,2019
CARDIOVASCULAR,146,Maria Pinto,enero,2019
IRA ALTA,20,San Pedro,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,8,San Pedro,enero,2019
NEUMONÍA,4,San Pedro,enero,2019
ASMA,8,San Pedro,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,San Pedro,enero,2019
OTRAS RESPIRATORIAS,40,San Pedro,enero,2019
CARDIOVASCULAR,264,San Pedro,enero,2019
IRA ALTA,368,Talagante,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,6,Talagante,enero,2019
NEUMONÍA,0,Talagante,enero,2019
ASMA,4,Talagante,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Talagante,enero,2019
OTRAS RESPIRATORIAS,146,Talagante,enero,2019
CARDIOVASCULAR,0,Talagante,enero,2019
IRA ALTA,362,El Monte,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,0,El Monte,enero,2019
NEUMONÍA,6,El Monte,enero,2019
ASMA,4,El Monte,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,El Monte,enero,2019
OTRAS RESPIRATORIAS,54,El Monte,enero,2019
CARDIOVASCULAR,34,El Monte,enero,2019
IRA ALTA,134,Isla De Maipo,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,22,Isla De Maipo,enero,2019
NEUMONÍA,4,Isla De Maipo,enero,2019
ASMA,2,Isla De Maipo,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Isla De Maipo,enero,2019
OTRAS RESPIRATORIAS,104,Isla De Maipo,enero,2019
CARDIOVASCULAR,96,Isla De Maipo,enero,2019
IRA ALTA,98,Padre Hurtado,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,6,Padre Hurtado,enero,2019
NEUMONÍA,0,Padre Hurtado,enero,2019
ASMA,28,Padre Hurtado,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Padre Hurtado,enero,2019
OTRAS RESPIRATORIAS,38,Padre Hurtado,enero,2019
CARDIOVASCULAR,6,Padre Hurtado,enero,2019
IRA ALTA,654,Peñaflor,enero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,38,Peñaflor,enero,2019
NEUMONÍA,8,Peñaflor,enero,2019
ASMA,46,Peñaflor,enero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,34,Peñaflor,enero,2019
OTRAS RESPIRATORIAS,174,Peñaflor,enero,2019
CARDIOVASCULAR,268,Peñaflor,enero,2019
IRA ALTA,264,Santiago,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,11,Santiago,febrero,2019
NEUMONÍA,27,Santiago,febrero,2019
ASMA,21,Santiago,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Santiago,febrero,2019
OTRAS RESPIRATORIAS,134,Santiago,febrero,2019
CARDIOVASCULAR,2,Santiago,febrero,2019
IRA ALTA,176,Cerrillos,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,38,Cerrillos,febrero,2019
NEUMONÍA,10,Cerrillos,febrero,2019
ASMA,8,Cerrillos,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,Cerrillos,febrero,2019
OTRAS RESPIRATORIAS,112,Cerrillos,febrero,2019
CARDIOVASCULAR,0,Cerrillos,febrero,2019
IRA ALTA,291,Cerro Navia,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,48,Cerro Navia,febrero,2019
NEUMONÍA,24,Cerro Navia,febrero,2019
ASMA,66,Cerro Navia,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,54,Cerro Navia,febrero,2019
OTRAS RESPIRATORIAS,46,Cerro Navia,febrero,2019
CARDIOVASCULAR,236,Cerro Navia,febrero,2019
IRA ALTA,433,Conchalí,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,31,Conchalí,febrero,2019
NEUMONÍA,43,Conchalí,febrero,2019
ASMA,71,Conchalí,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,14,Conchalí,febrero,2019
OTRAS RESPIRATORIAS,84,Conchalí,febrero,2019
CARDIOVASCULAR,27,Conchalí,febrero,2019
IRA ALTA,883,El Bosque,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,86,El Bosque,febrero,2019
NEUMONÍA,67,El Bosque,febrero,2019
ASMA,47,El Bosque,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,72,El Bosque,febrero,2019
OTRAS RESPIRATORIAS,289,El Bosque,febrero,2019
CARDIOVASCULAR,488,El Bosque,febrero,2019
IRA ALTA,142,Estación Central,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,58,Estación Central,febrero,2019
NEUMONÍA,2,Estación Central,febrero,2019
ASMA,0,Estación Central,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Estación Central,febrero,2019
OTRAS RESPIRATORIAS,106,Estación Central,febrero,2019
CARDIOVASCULAR,66,Estación Central,febrero,2019
IRA ALTA,318,Huechuraba,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,37,Huechuraba,febrero,2019
NEUMONÍA,36,Huechuraba,febrero,2019
ASMA,24,Huechuraba,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,14,Huechuraba,febrero,2019
OTRAS RESPIRATORIAS,84,Huechuraba,febrero,2019
CARDIOVASCULAR,11,Huechuraba,febrero,2019
IRA ALTA,130,Independencia,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,12,Independencia,febrero,2019
NEUMONÍA,3,Independencia,febrero,2019
ASMA,7,Independencia,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Independencia,febrero,2019
OTRAS RESPIRATORIAS,120,Independencia,febrero,2019
CARDIOVASCULAR,48,Independencia,febrero,2019
IRA ALTA,356,La Cisterna,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,24,La Cisterna,febrero,2019
NEUMONÍA,44,La Cisterna,febrero,2019
ASMA,62,La Cisterna,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,26,La Cisterna,febrero,2019
OTRAS RESPIRATORIAS,68,La Cisterna,febrero,2019
CARDIOVASCULAR,792,La Cisterna,febrero,2019
IRA ALTA,3.222,La Florida,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,140,La Florida,febrero,2019
NEUMONÍA,286,La Florida,febrero,2019
ASMA,142,La Florida,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,102,La Florida,febrero,2019
OTRAS RESPIRATORIAS,646,La Florida,febrero,2019
CARDIOVASCULAR,1.274,La Florida,febrero,2019
IRA ALTA,386,La Granja,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,138,La Granja,febrero,2019
NEUMONÍA,50,La Granja,febrero,2019
ASMA,100,La Granja,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,La Granja,febrero,2019
OTRAS RESPIRATORIAS,258,La Granja,febrero,2019
CARDIOVASCULAR,708,La Granja,febrero,2019
IRA ALTA,1.048,La Pintana,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,164,La Pintana,febrero,2019
NEUMONÍA,80,La Pintana,febrero,2019
ASMA,64,La Pintana,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,32,La Pintana,febrero,2019
OTRAS RESPIRATORIAS,308,La Pintana,febrero,2019
CARDIOVASCULAR,718,La Pintana,febrero,2019
IRA ALTA,58,La Reina,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,16,La Reina,febrero,2019
NEUMONÍA,2,La Reina,febrero,2019
ASMA,4,La Reina,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,La Reina,febrero,2019
OTRAS RESPIRATORIAS,82,La Reina,febrero,2019
CARDIOVASCULAR,50,La Reina,febrero,2019
IRA ALTA,302,Las Condes,febrero,2019
SINDROME BRONQUIAL OBSTRUCTIVO,10,Las Condes,febrero,2019
NEUMONÍA,86,Las Condes,febrero,2019
ASMA,66,Las Condes,febrero,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,48,Las Condes,febrero,2019
OTRAS RESPIRATORIAS,164,Las Condes,febrero,2019
CARDIOVASCULAR,330,Las Condes,febrero,2019
